Episode,Time Taken,Average Rewards,Rewards,Variance
35,32936805.0913191,0.07657142857142823,0.5799999999999998,0.0003115110479725718
36,33851716.5166871,0.08888888888888855,0.5199999999999998,0.00030285796330666704
37,34766627.9495578,0.10270270270270236,0.5999999999999999,0.0002946726129470274
38,35681539.390599206,0.11684210526315755,0.6399999999999999,0.000286918070501053
39,36596450.836810105,0.13230769230769196,0.72,0.0002795611968984619
40,37511362.294320405,0.14649999999999969,0.7,0.00027257216697600036
41,38426273.7574651,0.15853658536585333,0.6399999999999999,0.00026592406534243937
42,39341185.230251804,0.16952380952380922,0.6199999999999999,0.0002595925399771432
43,40256096.70856921,0.18232558139534852,0.72,0.0002535555041637213
44,41171008.19587061,0.1899999999999997,0.5199999999999998,0.0002477928790690912
45,42085919.69168971,0.19733333333333303,0.5199999999999998,0.00024228637064533366
46,43000831.19571361,0.20478260869565187,0.5399999999999998,0.00023701927563130466
47,43915742.70559621,0.2148936170212763,0.6799999999999999,0.0002319763123200003
48,44830654.222485505,0.22083333333333302,0.4999999999999999,0.0002271434724800003
49,45745565.747638404,0.22734693877550988,0.5399999999999998,0.00022250789140897988
50,46660477.27916381,0.23599999999999968,0.6599999999999999,0.0002180577335808003
51,47575388.821619704,0.2454901960784311,0.72,0.00021378209174588263
52,48490300.3695965,0.2549999999999997,0.74,0.00020967089767384643
53,49405211.92315011,0.26415094339622613,0.74,0.000205714843000755
54,50320123.484304205,0.26999999999999974,0.5799999999999998,0.00020190530887111136
55,51235035.079136804,0.2763636363636361,0.6199999999999999,0.00019823430325527298
56,52149946.680549,0.28214285714285686,0.5999999999999999,0.0001946944049828574
57,53064858.2885883,0.2880701754385962,0.6199999999999999,0.00019127871366736866
58,53979769.9045348,0.29275862068965486,0.5599999999999998,0.00018798080481103474
59,54894681.5295452,0.2986440677966099,0.6399999999999999,0.00018479468947525448
60,55809593.1604963,0.30466666666666636,0.6599999999999999,0.00018171477798400022
61,56724504.7999523,0.30852459016393413,0.5399999999999998,0.0001787358471973773
62,57639416.446357995,0.31161290322580615,0.4999999999999999,0.0001758530109522583
63,58554328.101311296,0.3171428571428569,0.6599999999999999,0.00017306169331809547
64,59469239.7625163,0.3234374999999997,0.72,0.00017035760436000022
65,60384151.4324597,0.328307692307692,0.6399999999999999,0.00016773671813907713
66,61299063.112627394,0.3278787878787876,0.2999999999999997,0.0001651952527127275
67,62213974.80461639,0.32746268656716393,0.2999999999999997,0.00016272965192597037
68,63128886.501435295,0.33352941176470563,0.74,0.00016033656880941197
69,64043798.2092542,0.337101449275362,0.5799999999999998,0.00015801285042086976
70,64958709.9247508,0.33828571428571397,0.4199999999999998,0.0001557555239862859
71,65873621.649191,0.3422535211267603,0.6199999999999999,0.0001535617842118312
72,66788533.3800208,0.34694444444444417,0.6799999999999999,0.00015142898165333352
73,67703445.1183926,0.35095890410958874,0.6399999999999999,0.00014935461204164402
74,68618356.8638113,0.3529729729729727,0.4999999999999999,0.0001473363064735137
75,69533268.6182852,0.3559999999999997,0.5799999999999998,0.00014537182238720018
76,70448180.37742339,0.3592105263157892,0.5999999999999999,0.0001434590352505265
77,71363092.1426798,0.36311688311688284,0.6599999999999999,0.00014159593089662357
78,72278003.9154257,0.3666666666666664,0.6399999999999999,0.00013978059844923095
79,73192915.6957903,0.3696202531645567,0.5999999999999999,0.00013801122378531664
80,74107827.48314041,0.3727499999999998,0.6199999999999999,0.00013628608348800018
81,75022739.27665462,0.37407407407407384,0.47999999999999987,0.0001346035392474076
82,75937651.07782231,0.3773170731707315,0.6399999999999999,0.00013296203267121968
83,76852562.88705032,0.37734939759036124,0.3799999999999998,0.00013136008047036162
84,77767474.70209272,0.3807142857142855,0.6599999999999999,0.0001297962699885716
85,78682386.52446233,0.38188235294117623,0.47999999999999987,0.00012826925504752957
86,79597298.35250203,0.385581395348837,0.7,0.00012677775208186064
87,80512210.18714893,0.3889655172413791,0.6799999999999999,0.0001253205365406898
88,81427122.02871522,0.3893181818181816,0.4199999999999998,0.0001238964395345456
89,82342033.87357892,0.39213483146067396,0.6399999999999999,0.00012250434470831477
90,83256945.72239542,0.39355555555555544,0.5199999999999998,0.00012114318532266683
91,84171857.57824312,0.3934065934065933,0.3799999999999998,0.00011981194152791224
92,85086769.44077311,0.3958695652173912,0.6199999999999999,0.00011850963781565233
93,86001681.31126781,0.39849462365591387,0.6399999999999999,0.00011723534063483886
94,86916593.18849891,0.40191489361702115,0.72,0.00011598815616000015
95,87831505.07303801,0.40463157894736823,0.6599999999999999,0.0001147672282004212
96,88746416.96531911,0.4074999999999998,0.6799999999999999,0.00011357173624000015
97,89661328.87231842,0.40783505154639155,0.43999999999999984,0.00011240089359835066
98,90576240.78705972,0.4102040816326529,0.6399999999999999,0.00011125394570448994
99,91491152.71687913,0.40949494949494925,0.33999999999999975,0.00011013016847515165
100,92406064.65699182,0.4121999999999998,0.6799999999999999,0.00010902886679040014
101,93320976.60622993,0.414257425742574,0.6199999999999999,0.00010794937305980212
102,94235888.56487913,0.4147058823529409,0.45999999999999985,0.00010689104587294131
103,95150800.53151253,0.4165048543689318,0.5999999999999999,0.00010585326872854383
104,96065712.50875033,0.4188461538461536,0.6599999999999999,0.00010483544883692322
105,96980624.49689473,0.4215238095238093,0.7,0.00010383701599085728
106,97895536.49363883,0.42377358490566014,0.6599999999999999,0.0001028574215003775
107,98810448.50942422,0.4250467289719624,0.5599999999999998,0.00010189613718728985
108,99725360.53363432,0.42648148148148124,0.5799999999999998,0.00010095265443555568
109,100640272.56713101,0.42550458715596307,0.31999999999999973,0.00010002648329394509
110,101555184.61012001,0.4243636363636361,0.2999999999999997,9.911715162763649e-05
111,102470096.66292821,0.4261261261261258,0.6199999999999999,9.82242043156758e-05
112,103385008.7221294,0.4285714285714283,0.7,9.73472024914287e-05
113,104299920.7892237,0.42955752212389353,0.5399999999999998,9.648572282336295e-05
114,105214832.8648219,0.4312280701754383,0.6199999999999999,9.563935683368433e-05
115,106129744.9505702,0.43182608695652147,0.4999999999999999,9.480771025252186e-05
116,107044657.0441692,0.4334482758620687,0.6199999999999999,9.399040240551737e-05
117,107959569.1454016,0.4335042735042732,0.43999999999999984,9.318706563282063e-05
118,108874481.2541139,0.4357627118644065,0.7,9.239734473762724e-05
119,109789393.36936949,0.43663865546218456,0.5399999999999998,9.162089646252113e-05
120,110704305.492775,0.4373333333333331,0.5199999999999998,9.085738899200011e-05
121,111619217.6227648,0.4388429752066113,0.6199999999999999,9.010650147966954e-05
122,112534129.7595219,0.4396721311475407,0.5399999999999998,8.936792359868865e-05
123,113449041.90293731,0.4411382113821135,0.6199999999999999,8.864135511414646e-05
124,114363954.05188051,0.44258064516129,0.6199999999999999,8.792650547612915e-05
125,115278866.2120859,0.44431999999999966,0.6599999999999999,8.722309343232011e-05
126,116193778.3798262,0.44317460317460283,0.2999999999999997,8.653084665904773e-05
127,117108690.5545821,0.44393700787401535,0.5399999999999998,8.584950140976389e-05
128,118023602.7353989,0.4449999999999996,0.5799999999999998,8.517880218000011e-05
129,118938514.9251337,0.44635658914728643,0.6199999999999999,8.451850138790708e-05
130,119853427.12340161,0.44784615384615345,0.6399999999999999,8.386835906953857e-05
131,120768339.32980502,0.4488549618320607,0.5799999999999998,8.322814258809171e-05
132,121683251.54230952,0.4496969696969693,0.5599999999999998,8.259762635636374e-05
133,122598163.76495843,0.4497744360902252,0.45999999999999985,8.197659157172943e-05
134,123513075.99374843,0.4514925373134325,0.6799999999999999,8.136482596298518e-05
135,124427988.23427662,0.45081481481481445,0.35999999999999976,8.076212354844454e-05
136,125342900.48176913,0.45029411764705846,0.3799999999999998,8.016828440470599e-05
137,126257812.73825873,0.4518248175182478,0.6599999999999999,7.958311444554755e-05
138,127172725.00040084,0.45304347826086916,0.6199999999999999,7.900642521043488e-05
139,128087637.27028434,0.454964028776978,0.72,7.843803366215837e-05
140,129002549.54623094,0.45599999999999963,0.5999999999999999,7.787776199314295e-05
141,129917461.82846475,0.45687943262411307,0.5799999999999998,7.73254374400001e-05
142,130832374.11803365,0.45830985915492917,0.6599999999999999,7.67808921059156e-05
143,131747286.41442345,0.45776223776223735,0.3799999999999998,7.624396279048961e-05
144,132662198.72202896,0.4573611111111107,0.3999999999999998,7.571449082666676e-05
145,133577111.03553635,0.458620689655172,0.6399999999999999,7.519232192441389e-05
146,134492023.35526246,0.4589041095890407,0.4999999999999999,7.467730602082201e-05
147,135406935.68236506,0.45877551020408125,0.43999999999999984,7.416929713632663e-05
148,136321848.01480636,0.4601351351351347,0.6599999999999999,7.366815323675685e-05
149,137236760.37293825,0.46147651006711365,0.6599999999999999,7.31737361009397e-05
150,138151672.73739794,0.46306666666666624,0.7,7.268591119360009e-05
151,139066585.10881445,0.4631788079470195,0.47999999999999987,7.220454754331135e-05
152,139981497.48571864,0.46421052631578913,0.6199999999999999,7.172951762526325e-05
153,140896409.86825225,0.46496732026143756,0.5799999999999998,7.126069724862755e-05
154,141811322.25649434,0.46623376623376583,0.6599999999999999,7.079796544831178e-05
155,142726234.65056065,0.466838709677419,0.5599999999999998,7.034120438090331e-05
156,143641147.04997435,0.46782051282051246,0.6199999999999999,6.989029922461547e-05
157,144556059.45520815,0.4684076433121016,0.5599999999999998,6.944513808305741e-05
158,145470971.86636636,0.46936708860759463,0.6199999999999999,6.900561189265832e-05
159,146385884.28269145,0.47056603773584876,0.6599999999999999,6.8571614333585e-05
160,147300796.70466354,0.4714999999999997,0.6199999999999999,6.814304174400009e-05
161,148215709.13116765,0.47229813664596243,0.5999999999999999,6.771979303751561e-05
162,149130621.56148595,0.4728395061728392,0.5599999999999998,6.73017696237038e-05
163,150045533.99563354,0.47349693251533714,0.5799999999999998,6.688887533153383e-05
164,150960446.43404964,0.47317073170731677,0.4199999999999998,6.648101633560984e-05
165,151875358.87805185,0.4740606060606058,0.6199999999999999,6.6078101085091e-05
166,152790271.32743365,0.4750602409638552,0.6399999999999999,6.568004023518081e-05
167,153705183.78131583,0.47580838323353264,0.5999999999999999,6.528674658107792e-05
168,154620096.24077272,0.4765476190476187,0.5999999999999999,6.48981349942858e-05
169,155535008.7055219,0.47751479289940796,0.6399999999999999,6.451412236118351e-05
170,156449921.176844,0.4784705882352938,0.6399999999999999,6.413462752376478e-05
171,157364833.6543931,0.4784795321637424,0.47999999999999987,6.375957122245623e-05
172,158279746.1374722,0.4791860465116276,0.5999999999999999,6.338887604093032e-05
173,159194658.6248426,0.4799999999999997,0.6199999999999999,6.302246635283246e-05
174,160109571.11602592,0.47988505747126403,0.45999999999999985,6.26602682703449e-05
175,161024483.61075792,0.4801142857142854,0.5199999999999998,6.230220959451437e-05
176,161939396.1084673,0.4812499999999997,0.6799999999999999,6.19482197672728e-05
177,162854308.6094177,0.4827118644067793,0.74,6.159822982508483e-05
178,163769221.1156269,0.4828089887640446,0.4999999999999999,6.125217235415738e-05
179,164684133.6250107,0.48346368715083765,0.5999999999999999,6.0909981447150915e-05
180,165599046.1377495,0.48399999999999965,0.5799999999999998,6.0571592661333414e-05
181,166513958.6537849,0.48464088397790017,0.5999999999999999,6.0236942978121624e-05
182,167428871.1745151,0.4858241758241754,0.7,5.990597076395612e-05
183,168343783.6996445,0.4854644808743166,0.4199999999999998,5.957861573245909e-05
184,169258696.2286152,0.48586956521739094,0.5599999999999998,5.9254818907826165e-05
185,170173608.76145148,0.4864864864864861,0.5999999999999999,5.893452258940548e-05
186,171088521.3001662,0.48645161290322547,0.47999999999999987,5.861767031741943e-05
187,172003433.84187618,0.48780748663101564,0.74,5.8304206839786173e-05
188,172918346.3871725,0.488510638297872,0.6199999999999999,5.7994078080000074e-05
189,173833258.93569258,0.48941798941798903,0.6599999999999999,5.768723110603182e-05
190,174748171.4893877,0.4903157894736838,0.6599999999999999,5.73836141002106e-05
191,175663084.0489232,0.4904712041884813,0.5199999999999998,5.708317633005243e-05
192,176577996.6142183,0.4910416666666662,0.5999999999999999,5.678586812000007e-05
193,177492909.1851006,0.4919170984455954,0.6599999999999999,5.649164082404152e-05
194,178407821.76239988,0.49164948453608204,0.43999999999999984,5.620044679917533e-05
195,179322734.3458911,0.49199999999999955,0.5599999999999998,5.591223937969238e-05
196,180237646.9345139,0.4930612244897955,0.7,5.562697285224497e-05
197,181152559.5286086,0.49380710659898436,0.6399999999999999,5.53446024316752e-05
198,182067472.12832528,0.4945454545454541,0.6399999999999999,5.506508423757583e-05
199,182982384.73408878,0.49487437185929606,0.5599999999999998,5.478837527155786e-05
200,183897297.3459564,0.49509999999999965,0.5399999999999998,5.451443339520007e-05
201,184812209.9630364,0.4960199004975121,0.6799999999999999,5.424321730865679e-05
202,185727122.5854114,0.4968316831683165,0.6599999999999999,5.397468652990106e-05
203,186642035.2130867,0.4971428571428568,0.5599999999999998,5.3708801374581347e-05
204,187556947.8441048,0.4973529411764703,0.5399999999999998,5.344552293647066e-05
205,188471860.4787435,0.4977560975609753,0.5799999999999998,5.3184813068487874e-05
206,189386773.1167154,0.49825242718446566,0.5999999999999999,5.2926634364271915e-05
207,190301685.7581476,0.49893719806763254,0.6399999999999999,5.267095014028992e-05
208,191216598.4056914,0.49951923076923044,0.6199999999999999,5.241772441846161e-05
209,192131511.0588936,0.49999999999999967,0.5999999999999999,5.216692190928236e-05
210,193046423.7165104,0.5008571428571426,0.6799999999999999,5.191850799542864e-05
211,193961336.377167,0.5017061611374405,0.6799999999999999,5.167244871582945e-05
212,194876249.04154828,0.5014150943396224,0.43999999999999984,5.142871075018875e-05
213,195791161.7103485,0.5015962441314551,0.5399999999999998,5.118726140394373e-05
214,196706074.38450518,0.5014953271028035,0.47999999999999987,5.0948068593644925e-05
215,197620987.06310177,0.5012093023255811,0.43999999999999984,5.071110083274425e-05
216,198535899.74514616,0.5019444444444442,0.6599999999999999,5.047632721777784e-05
217,199450812.43245664,0.5026728110599076,0.6599999999999999,5.024371741493094e-05
218,200365725.12497094,0.5034862385321098,0.6799999999999999,5.0013241646972543e-05
219,201280637.82294324,0.5041095890410957,0.6399999999999999,4.978487068054801e-05
220,202195550.52537975,0.5049090909090908,0.6799999999999999,4.9558575813818246e-05
221,203110463.23355544,0.5053393665158369,0.5999999999999999,4.933432886443445e-05
222,204025375.94547802,0.506126126126126,0.6799999999999999,4.91121021578379e-05
223,204940288.66228223,0.5045739910313899,0.1599999999999996,4.8891868515874504e-05
224,205855201.38473204,0.5041964285714283,0.4199999999999998,4.867360124571435e-05
225,206770114.11072293,0.5042666666666664,0.5199999999999998,4.845727412906673e-05
226,207685026.84004074,0.5047787610619467,0.6199999999999999,4.824286141168148e-05
227,208599939.57277554,0.5049339207048457,0.5399999999999998,4.803033779312781e-05
228,209514852.31056753,0.5057894736842103,0.7,4.7819678416842164e-05
229,210429765.05396143,0.5061135371179037,0.5799999999999998,4.761085886043674e-05
230,211344677.801598,0.505391304347826,0.33999999999999975,4.740385512626093e-05
231,212259590.5543633,0.5055411255411254,0.5399999999999998,4.719864363220785e-05
232,213174503.3105396,0.5056896551724137,0.5399999999999998,4.6995201202758684e-05
233,214089416.0704138,0.506008583690987,0.5799999999999998,4.679350506025757e-05
234,215004328.8432431,0.506068376068376,0.5199999999999998,4.6593532816410315e-05
235,215919241.6221686,0.5063829787234041,0.5799999999999998,4.6395262464000056e-05
236,216834154.4083162,0.5058474576271185,0.3799999999999998,4.619867236881362e-05
237,217749067.1979749,0.5062447257383964,0.5999999999999999,4.600374126177221e-05
238,218663979.9911174,0.5067226890756301,0.6199999999999999,4.581044823126056e-05
239,219578892.7895194,0.5061087866108785,0.35999999999999976,4.56187727156486e-05
240,220493805.5929711,0.5066666666666665,0.6399999999999999,4.5428694496000056e-05
241,221408718.3999132,0.5069709543568464,0.5799999999999998,4.5240193688962717e-05
242,222323631.2099489,0.5074380165289255,0.6199999999999999,4.505325073983477e-05
243,223238544.0252643,0.5079012345679011,0.6199999999999999,4.486784641580253e-05
244,224153456.84666508,0.5080327868852458,0.5399999999999998,4.468396179934432e-05
245,225068369.67446357,0.5079183673469387,0.47999999999999987,4.450157828179598e-05
246,225983282.50742957,0.5086178861788617,0.6799999999999999,4.432067755707323e-05
247,226898195.34622666,0.5089878542510121,0.5999999999999999,4.414124161554662e-05
248,227813108.19097787,0.5091935483870967,0.5599999999999998,4.396325273806457e-05
249,228728021.0392832,0.5099598393574297,0.7,4.378669349012054e-05
250,229642933.8918103,0.5104799999999999,0.6399999999999999,4.3611546716160055e-05
251,230557846.7510695,0.5102788844621513,0.45999999999999985,4.343779553402396e-05
252,231472759.618965,0.5108730158730158,0.6599999999999999,4.326542332952387e-05
253,232387672.4904819,0.5110671936758893,0.5599999999999998,4.30944137511463e-05
254,233302585.3681321,0.5107086614173227,0.4199999999999998,4.292475070488194e-05
255,234217498.24930063,0.5115294117647058,0.72,4.2756418349176524e-05
256,235132411.13665694,0.5107031249999999,0.2999999999999997,4.2589401090000055e-05
257,236047324.02823874,0.5103501945525291,0.4199999999999998,4.2423683576031185e-05
258,236962236.92324635,0.5104651162790697,0.5399999999999998,4.225925069395354e-05
259,237877149.82322267,0.5109652509652508,0.6399999999999999,4.209608756386106e-05
260,238792062.73337987,0.511230769230769,0.5799999999999998,4.193417953476928e-05
261,239706975.65599808,0.5118007662835248,0.6599999999999999,4.177351218022994e-05
262,240621888.58672318,0.512595419847328,0.72,4.1614071294045854e-05
263,241536801.52399117,0.5130798479087451,0.6399999999999999,4.1455842886083706e-05
264,242451714.46729606,0.5134848484848483,0.6199999999999999,4.129881317818187e-05
265,243366627.41727856,0.5140377358490564,0.6599999999999999,4.114296860015099e-05
266,244281540.37643996,0.513533834586466,0.3799999999999998,4.0988295785864715e-05
267,245196453.34127337,0.5141573033707864,0.6799999999999999,4.0834781569438253e-05
268,246111366.31162947,0.5147014925373132,0.6599999999999999,4.068241298149259e-05
269,247026279.28768858,0.5149442379182154,0.5799999999999998,4.053117724550191e-05
270,247941192.26936677,0.5157037037037036,0.72,4.038106177422227e-05
271,248856105.25666377,0.5160147601476013,0.5999999999999999,4.0232054166199314e-05
272,249771018.25050926,0.5166176470588234,0.6799999999999999,4.008414220235299e-05
273,250685931.25126797,0.5169230769230767,0.5999999999999999,3.993731384263741e-05
274,251600844.25790748,0.5176642335766422,0.72,3.9791557222773774e-05
275,252515757.2718106,0.5181090909090906,0.6399999999999999,3.9646860651054594e-05
276,253430670.29164708,0.5186956521739128,0.6799999999999999,3.950321260521744e-05
277,254345583.31964827,0.518916967509025,0.5799999999999998,3.936060172938633e-05
278,255260496.35527235,0.5189208633093524,0.5199999999999998,3.9219016831079186e-05
279,256175409.39687806,0.5189964157706092,0.5399999999999998,3.907844687827962e-05
280,257090322.44445667,0.519642857142857,0.7,3.893888099657148e-05
281,258005235.49975568,0.5199999999999998,0.6199999999999999,3.880030846633457e-05
282,258920148.5603633,0.5206382978723402,0.7,3.866271872000005e-05
283,259835061.6276038,0.5203533568904591,0.43999999999999984,3.852610133936401e-05
284,260749974.7028058,0.5205633802816899,0.5799999999999998,3.83904460529578e-05
285,261664887.78408238,0.5204912280701752,0.4999999999999999,3.8255742733473736e-05
286,262579800.87166128,0.5203496503496501,0.47999999999999987,3.8121981395244804e-05
287,263494713.9665098,0.5208362369337977,0.6599999999999999,3.798915219177705e-05
288,264409627.0699907,0.5206249999999998,0.45999999999999985,3.785724541333338e-05
289,265324540.1827316,0.520069204152249,0.35999999999999976,3.772625148456752e-05
290,266239453.3008103,0.5204827586206895,0.6399999999999999,3.7596160962206946e-05
291,267154366.4254448,0.5204810996563572,0.5199999999999998,3.7466964532783555e-05
292,268069279.55509502,0.5210958904109587,0.7,3.7338653010411004e-05
293,268984192.6907459,0.5216382252559725,0.6799999999999999,3.721121733460756e-05
294,269899105.8303899,0.5222448979591835,0.7,3.708464856816331e-05
295,270814018.9738319,0.5225762711864405,0.6199999999999999,3.69589378950509e-05
296,271728932.1216354,0.5229729729729727,0.6399999999999999,3.6834076618378424e-05
297,272643845.2761637,0.5235016835016832,0.6799999999999999,3.6710056158383884e-05
298,273558758.436674,0.5238255033557044,0.6199999999999999,3.658686805046985e-05
299,274473671.6007655,0.5240133779264212,0.5799999999999998,3.646450394327764e-05
300,275388584.7698677,0.5247333333333332,0.74,3.6342955596800046e-05
301,276303497.945146,0.5245847176079732,0.47999999999999987,3.622221488053161e-05
302,277218411.12571764,0.5249668874172183,0.6399999999999999,3.6102273771655676e-05
303,278133324.31465036,0.5255445544554453,0.7,3.598312435326737e-05
304,279048237.50911283,0.5258552631578945,0.6199999999999999,3.586475881263163e-05
305,279963150.71169823,0.5256393442622949,0.45999999999999985,3.574716943947545e-05
306,280878063.92052245,0.5258823529411762,0.5999999999999999,3.5630348624313773e-05
307,281792977.13630307,0.5254071661237782,0.3799999999999998,3.5514288856807864e-05
308,282707890.3582457,0.5254545454545452,0.5399999999999998,3.539898272415589e-05
309,283622803.5861314,0.525501618122977,0.5399999999999998,3.528442290951461e-05
310,284537716.8202859,0.5256129032258061,0.5599999999999998,3.5170602190451655e-05
311,285452630.06002843,0.5259163987138261,0.6199999999999999,3.50575134374277e-05
312,286367543.30541563,0.5264102564102562,0.6799999999999999,3.4945149612307737e-05
313,287282456.55750203,0.5260702875399358,0.4199999999999998,3.4833503766901e-05
314,288197369.81771314,0.526369426751592,0.6199999999999999,3.4722569041528704e-05
315,289112283.08642286,0.5261587301587299,0.45999999999999985,3.4612338663619094e-05
316,290027196.3610998,0.5263291139240505,0.5799999999999998,3.450280594632916e-05
317,290942109.642801,0.5269400630914824,0.72,3.4393964287192475e-05
318,291857022.933192,0.5272327044025156,0.6199999999999999,3.42858071667925e-05
319,292771936.23307544,0.5276489028213164,0.6599999999999999,3.417832814746086e-05
320,293686849.5414425,0.5276249999999998,0.5199999999999998,3.4071520872000045e-05
321,294601762.8558086,0.5278504672897194,0.5999999999999999,3.396537906242995e-05
322,295516676.18012893,0.5277639751552793,0.4999999999999999,3.385989651875781e-05
323,296431589.51184314,0.5274922600619193,0.43999999999999984,3.375506711777094e-05
324,297346502.8520026,0.5277777777777776,0.6199999999999999,3.36508848118519e-05
325,298261416.199979,0.5274461538461537,0.4199999999999998,3.354734362781543e-05
326,299176329.5556757,0.5280981595092022,0.74,3.3444437665766916e-05
327,300091242.9192818,0.5279510703363912,0.47999999999999987,3.3342161097981696e-05
328,301006156.291754,0.5278048780487803,0.47999999999999987,3.324050816780492e-05
329,301921069.6727965,0.5277203647416411,0.4999999999999999,3.313947318857147e-05
330,302835983.0621888,0.5277575757575755,0.5399999999999998,3.30390505425455e-05
331,303750896.4615051,0.5276132930513592,0.47999999999999987,3.29392346798792e-05
332,304665809.8692239,0.5277108433734937,0.5599999999999998,3.2840020117590405e-05
333,305580723.283823,0.5279279279279276,0.5999999999999999,3.27414014385586e-05
334,306495636.7045841,0.5283233532934128,0.6599999999999999,3.264337329053896e-05
335,307410550.1311469,0.5289552238805967,0.74,3.254593038519407e-05
336,308325463.5666128,0.5292261904761902,0.6199999999999999,3.24490674971429e-05
337,309240377.0070265,0.5295548961424329,0.6399999999999999,3.235277946302675e-05
338,310155290.4547594,0.529704142011834,0.5799999999999998,3.2257061180591754e-05
339,311070203.90711063,0.5301474926253684,0.6799999999999999,3.216190760778765e-05
340,311985117.3663563,0.5305882352941174,0.6799999999999999,3.206731376188239e-05
341,312900030.8307247,0.5310850439882695,0.7,3.197327471859242e-05
342,313814944.30083734,0.531286549707602,0.5999999999999999,3.1879785611228114e-05
343,314729857.77804524,0.5308454810495624,0.3799999999999998,3.1786841629854266e-05
344,315644771.2619143,0.5309302325581392,0.5599999999999998,3.169443802046516e-05
345,316559684.7532537,0.5311884057971011,0.6199999999999999,3.160257008417395e-05
346,317474598.2512704,0.5315606936416182,0.6599999999999999,3.151123317641623e-05
347,318389511.7567046,0.5317579250720458,0.5999999999999999,3.142042270616719e-05
348,319304425.26874435,0.5321264367816089,0.6599999999999999,3.133013413517245e-05
349,320219338.789121,0.5325501432664753,0.6799999999999999,3.124036297719202e-05
350,321134252.3142618,0.5325714285714283,0.5399999999999998,3.115110479725718e-05
351,322049165.8430099,0.5323646723646721,0.45999999999999985,3.106235521094021e-05
352,322964079.3754833,0.532272727272727,0.4999999999999999,3.09741098836364e-05
353,323878992.9127918,0.5326345609065153,0.6599999999999999,3.0886364529858395e-05
354,324793906.4536664,0.5328248587570619,0.5999999999999999,3.0799114912542414e-05
355,325708819.99830836,0.533070422535211,0.6199999999999999,3.071235684236624e-05
356,326623733.54762435,0.5329213483146065,0.47999999999999987,3.062608617707869e-05
357,327538647.10550696,0.5329411764705879,0.5399999999999998,3.0540298820840375e-05
358,328453560.66989124,0.5333519553072622,0.6799999999999999,3.0454990723575457e-05
359,329368474.24085623,0.5333704735376041,0.5399999999999998,3.03701578803343e-05
360,330283387.81580263,0.5334999999999996,0.5799999999999998,3.0285796330666707e-05
361,331198301.3946433,0.5334072022160662,0.4999999999999999,3.020190215800558e-05
362,332113214.977951,0.5337016574585632,0.6399999999999999,3.0118471489060812e-05
363,333028128.5661588,0.534104683195592,0.6799999999999999,3.003550049322318e-05
364,333943042.1579696,0.534230769230769,0.5799999999999998,2.995298538197806e-05
