Episode,Rewards,Average Rewards,Time Taken,Variance
1,-4.220000000000002,-4.220000000000002,1721054.1177561,0.018038844326240012
2,-1.6400000000000001,-2.9300000000000015,2581581.2020635,0.009019422163120006
3,-4.040000000000003,-3.300000000000002,3442108.3057901,0.006012948108746671
4,-1.9200000000000004,-2.9550000000000014,4302635.413632,0.004509711081560003
5,-3.0800000000000014,-2.9800000000000013,5163162.535396799,0.0036077688652480025
6,-2.0600000000000005,-2.826666666666668,6023689.6621009,0.0030064740543733356
7,-2.0000000000000004,-2.7085714285714295,6884216.8061451,0.0025769777608914304
8,-1.7200000000000002,-2.585000000000001,7744743.9556893,0.0022548555407800016
9,-5.339999999999995,-2.8911111111111114,8605271.123185,0.00200431603624889
10,-3.0000000000000013,-2.902,9465798.3080927,0.0018038844326240012
11,0.1599999999999996,-2.623636363636364,10326325.5029794,0.001639894938749092
12,-1.640000000000002,-2.541666666666667,11186852.719435599,0.0015032370271866678
13,-0.580000000000001,-2.390769230769231,12047379.941231498,0.0013876034097107701
14,-1.58,-2.332857142857143,12907907.1652282,0.0012884888804457152
15,-1.1400000000000015,-2.2533333333333334,13768434.397387099,0.001202589621749334
16,-1.8400000000000003,-2.2275000000000005,14628961.6328328,0.0011274277703900008
17,-1.9400000000000022,-2.2105882352941184,15489488.8963116,0.0010611084897788243
18,-1.54,-2.173333333333334,16350016.180190999,0.001002158018124445
19,0.23999999999999966,-2.0463157894736845,17210543.475507,0.0009494128592757901
20,-2.1400000000000006,-2.0510000000000006,18071070.7941883,0.0009019422163120006
21,-1.7000000000000002,-2.0342857142857147,18931598.118401498,0.0008589925869638101
22,-2.1200000000000006,-2.0381818181818185,19792125.4518369,0.000819947469374546
23,-1.16,-2.0000000000000004,20652652.7864699,0.0007842975794017397
24,-1.8200000000000003,-1.9925000000000004,21513180.1262207,0.0007516185135933339
25,0.35999999999999976,-1.8984000000000003,22373707.4705184,0.0007215537730496005
26,-1.4200000000000002,-1.8800000000000003,23234234.8173478,0.0006938017048553851
27,-1.8200000000000003,-1.8777777777777782,24094762.175733,0.0006681053454162968
28,-1.54,-1.865714285714286,24955289.5393706,0.0006442444402228576
29,-1.6800000000000002,-1.8593103448275865,25815816.9067413,0.0006220291146979315
30,-1.24,-1.8386666666666671,26676344.275580097,0.000601294810874667
31,0.19999999999999962,-1.7729032258064519,27536871.648822896,0.0005818982040722585
32,-1.4800000000000002,-1.7637500000000002,28397399.025124997,0.0005637138851950004
33,-2.2600000000000007,-1.7787878787878788,29257926.412130196,0.0005466316462496973
34,-2.0000000000000004,-1.785294117647059,30118453.806294695,0.0005305542448894122
35,-1.36,-1.7731428571428571,30978981.203575496,0.000515395552178286
36,-0.5400000000000009,-1.738888888888889,31839508.607038595,0.0005010790090622225
37,0.11999999999999955,-1.6886486486486487,32700036.013150197,0.000487536333141622
38,-2.0000000000000004,-1.696842105263158,33560563.4241355,0.00047470642963789506
39,-2.2000000000000006,-1.70974358974359,34421090.8470088,0.00046253446990359007
40,-1.32,-1.7,35281618.272035405,0.0004509711081560003
41,-2.400000000000001,-1.7170731707317075,36142145.70213251,0.0004399718128351223
42,-1.8000000000000003,-1.7190476190476192,37002673.13508921,0.00042949629348190503
43,-1.3400000000000016,-1.710232558139535,37863200.57645431,0.000419508007586977
44,0.1599999999999996,-1.667727272727273,38723728.021390215,0.000409973734687273
45,0.1599999999999996,-1.6271111111111114,39584255.46884471,0.00040086320724977805
46,-0.4000000000000008,-1.600434782608696,40444782.92126551,0.00039214878970086984
47,0.47999999999999987,-1.5561702127659578,41305310.37582171,0.00038380519843063854
48,-2.0600000000000005,-1.566666666666667,42165837.83409331,0.00037580925679666695
49,-0.36000000000000076,-1.542040816326531,43026365.29971341,0.0003681396801273472
50,-2.3400000000000007,-1.5580000000000005,43886892.77138391,0.00036077688652480023
51,-1.7000000000000002,-1.5607843137254906,44747420.24647411,0.00035370282992627474
52,-0.04000000000000048,-1.5315384615384622,45607947.72638811,0.00034690085242769254
53,0.07999999999999952,-1.5011320754716988,46468475.23249311,0.00034035555332528325
54,-1.6400000000000001,-1.5037037037037042,47329002.74959681,0.0003340526727081484
55,-1.5,-1.503636363636364,48189530.26995241,0.0003279789877498184
56,0.35999999999999976,-1.4703571428571434,49050057.79523861,0.0003221222201114288
57,-4.440892098500626e-16,-1.4445614035087724,49910585.329063505,0.00031647095309193004
58,-0.600000000000001,-1.4300000000000004,50771112.8791586,0.0003110145573489657
59,-1.56,-1.4322033898305089,51631640.4373986,0.00030574312417355954
60,-0.7000000000000011,-1.4200000000000006,52492168.0095983,0.0003006474054373335
61,0.3799999999999998,-1.390491803278689,53352695.5845398,0.0002957187594465576
62,-0.3000000000000007,-1.3729032258064522,54213223.1636686,0.00029094910203612926
63,-2.2000000000000006,-1.3860317460317466,55073750.7558235,0.00028633086232127006
64,-1.4200000000000002,-1.3865625000000006,55934278.3500398,0.0002818569425975002
65,0.2799999999999997,-1.3609230769230776,56794805.9499194,0.000277520681942154
66,0.5399999999999998,-1.3321212121212125,57655333.5514412,0.00027331582312484866
67,0.019999999999999463,-1.3119402985074633,58515861.1565007,0.0002692364824811942
68,0.21999999999999964,-1.289411764705883,59376388.7644986,0.0002652771224447061
69,0.0599999999999995,-1.2698550724637685,60236916.3765475,0.00026143252646724656
70,-1.5,-1.2731428571428576,61097443.9906998,0.000257697776089143
