Episode,Gamma,Alpha,Epsilon,Average time,Average reward
500,0.75,0.15,0.95,368283.9351353053,-0.39144000000000023
1000,0.75,0.15,0.95,367917.075847905,0.07629999999999978
2000,0.75,0.15,0.95,367734.3662778934,0.3193799999999999
5000,0.75,0.15,0.95,367626.1744731809,0.4657159999999999
8000,0.75,0.15,0.95,367602.22639582,0.5014749999999998
9000,0.75,0.15,0.95,367601.8126957396,0.5072866666666664
10000,0.75,0.15,0.95,367603.1487337624,0.5119159999999998
100,0.75,0.15,1.0,371244.8870341767,-1.9662000000000006
500,0.75,0.15,1.0,368304.7858544222,-0.3314800000000004
1000,0.75,0.15,1.0,367937.9189610396,0.11789999999999975
2000,0.75,0.15,1.0,367755.17036718986,0.3449299999999998
5000,0.75,0.15,1.0,367646.9408473362,0.48206799999999983
8000,0.75,0.15,1.0,367623.0426258652,0.5148849999999998
9000,0.75,0.15,1.0,367622.6064450931,0.5209199999999999
10000,0.75,0.15,1.0,367623.6717185196,0.5261359999999998
100,0.75,0.2,0.7,371265.44818476064,-1.8596000000000006
500,0.75,0.2,0.7,368325.1082936128,-0.20020000000000038
1000,0.75,0.2,0.7,367958.1273782437,0.17699999999999974
2000,0.75,0.2,0.7,367775.3264493361,0.3673299999999998
5000,0.75,0.2,0.7,367667.06610589195,0.4819999999999998
8000,0.75,0.2,0.7,367643.07065226,0.5105699999999999
9000,0.75,0.2,0.7,367642.7260612671,0.5153199999999998
10000,0.75,0.2,0.7,367643.89747352194,0.5198279999999998
100,0.75,0.2,0.75,371285.9354275127,-2.0052000000000003
500,0.75,0.2,0.75,368345.4314843579,-0.18360000000000026
1000,0.75,0.2,0.75,367978.41011516994,0.1904999999999998
2000,0.75,0.2,0.75,367795.56225747796,0.3819699999999998
5000,0.75,0.2,0.75,367687.23008032213,0.4994159999999998
8000,0.75,0.2,0.75,367663.0975595573,0.5297924999999998
9000,0.75,0.2,0.75,367662.4095118799,0.5351377777777776
10000,0.75,0.2,0.75,367663.2318008844,0.5397699999999999
100,0.75,0.2,0.8,371305.4347929863,-1.7631999999999994
500,0.75,0.2,0.8,368365.1071560148,-0.11716000000000003
1000,0.75,0.2,0.8,367998.2091340429,0.2258599999999999
2000,0.75,0.2,0.8,367815.3635368941,0.3991399999999999
5000,0.75,0.2,0.8,367707.026507281,0.5056279999999999
8000,0.75,0.2,0.8,367682.9068226686,0.5333349999999999
9000,0.75,0.2,0.8,367682.36676625814,0.5381577777777777
10000,0.75,0.2,0.8,367683.3280831945,0.5421879999999999
100,0.75,0.2,0.85,371325.7092246335,-2.085400000000001
500,0.75,0.2,0.85,368384.95089976385,-0.2956800000000004
1000,0.75,0.2,0.85,368017.93578897003,0.14013999999999976
2000,0.75,0.2,0.85,367835.1034099512,0.35878999999999983
5000,0.75,0.2,0.85,367726.8031545756,0.4884199999999999
8000,0.75,0.2,0.85,367702.7077413315,0.5209424999999999
9000,0.75,0.2,0.85,367702.0854322859,0.5267466666666665
10000,0.75,0.2,0.85,367702.9981443171,0.5324759999999998
100,0.75,0.2,0.9,371345.5175772804,-1.9858000000000002
500,0.75,0.2,0.9,368404.5449759191,-0.4168000000000004
1000,0.75,0.2,0.9,368037.57480779034,0.0334199999999997
2000,0.75,0.2,0.9,367854.8535372135,0.2887999999999998
5000,0.75,0.2,0.9,367746.7364516929,0.43987599999999977
8000,0.75,0.2,0.9,367722.96050215414,0.47387249999999975
9000,0.75,0.2,0.9,367722.7629046478,0.48032444444444433
10000,0.75,0.2,0.9,367724.1493212615,0.48385599999999984
100,0.75,0.2,0.95,371367.2091223531,-1.8289999999999997
500,0.75,0.2,0.95,368426.05457954155,-0.20148000000000021
1000,0.75,0.2,0.95,368058.96324455756,0.1683399999999998
2000,0.75,0.2,0.95,367876.12104298954,0.3528499999999998
5000,0.75,0.2,0.95,367767.8994490267,0.4664119999999998
8000,0.75,0.2,0.95,367744.07775433065,0.5047949999999998
9000,0.75,0.2,0.95,367743.70453919825,0.5119466666666665
10000,0.75,0.2,0.95,367744.85821260297,0.5182839999999999
100,0.75,0.2,1.0,371387.8915330219,-1.9278000000000006
500,0.75,0.2,1.0,368446.55690348515,-0.2689600000000002
1000,0.75,0.2,1.0,368079.4555882461,0.14133999999999983
2000,0.75,0.2,1.0,367896.57989072404,0.35210999999999987
5000,0.75,0.2,1.0,367788.2571458014,0.4784119999999998
8000,0.75,0.2,1.0,367764.21186167496,0.5103874999999999
9000,0.75,0.2,1.0,367763.6386028249,0.5151866666666665
10000,0.75,0.2,1.0,367764.66998177295,0.5203019999999998
100,0.75,0.25,0.7,371407.8986545375,-1.7348000000000006
500,0.75,0.25,0.7,368466.4022056412,-0.14264000000000027
1000,0.75,0.25,0.7,368099.25590107456,0.20291999999999977
2000,0.75,0.25,0.7,367916.3638408969,0.3767299999999998
5000,0.75,0.25,0.7,367808.05366932973,0.4886999999999998
8000,0.75,0.25,0.7,367784.0180140625,0.5144799999999998
9000,0.75,0.25,0.7,367783.5047377365,0.5204399999999998
10000,0.75,0.25,0.7,367784.5326591887,0.5253699999999999
100,0.75,0.25,0.75,371427.92687192635,-1.8940000000000003
500,0.75,0.25,0.75,368486.2793944379,-0.15844000000000028
1000,0.75,0.25,0.75,368119.10592197144,0.2086999999999998
2000,0.75,0.25,0.75,367936.17127877305,0.3925199999999998
5000,0.75,0.25,0.75,367827.76616121427,0.5036639999999999
8000,0.75,0.25,0.75,367803.5886719967,0.5325824999999997
9000,0.75,0.25,0.75,367802.8799022917,0.5377422222222221
10000,0.75,0.25,0.75,367803.7033238602,0.5420359999999999
100,0.75,0.25,0.8,371447.1924603001,-1.7550000000000006
500,0.75,0.25,0.8,368505.37460105796,-0.13192000000000023
1000,0.75,0.25,0.8,368138.1757135544,0.21481999999999982
2000,0.75,0.25,0.8,367955.24009779375,0.3846499999999998
5000,0.75,0.25,0.8,367846.8952523769,0.4909879999999998
8000,0.75,0.25,0.8,367822.9742993201,0.5166624999999999
9000,0.75,0.25,0.8,367822.5748680043,0.5226022222222221
10000,0.75,0.25,0.8,367823.5642002601,0.5261979999999998
100,0.75,0.25,0.85,371467.3533858555,-1.8014000000000003
500,0.75,0.25,0.85,368525.3906386533,-0.19796000000000033
1000,0.75,0.25,0.85,368158.19262400985,0.16609999999999978
2000,0.75,0.25,0.85,367975.3071859827,0.3448999999999998
5000,0.75,0.25,0.85,367867.05745104747,0.4720879999999999
8000,0.75,0.25,0.85,367843.09462637175,0.5013299999999998
9000,0.75,0.25,0.85,367842.6575931993,0.5064333333333331
10000,0.75,0.25,0.85,367843.77940851264,0.5113679999999997
100,0.75,0.25,0.9,371487.81212134747,-1.7172000000000005
500,0.75,0.25,0.9,368545.66179266665,-0.12308000000000019
1000,0.75,0.25,0.9,368178.4159479571,0.2170999999999998
2000,0.75,0.25,0.9,367995.46479118656,0.3875899999999998
5000,0.75,0.25,0.9,367887.0936195341,0.49399999999999983
8000,0.75,0.25,0.9,367862.99693671043,0.5196549999999999
9000,0.75,0.25,0.9,367862.4109588073,0.5254399999999998
10000,0.75,0.25,0.9,367863.36490959703,0.5296759999999998
100,0.75,0.25,0.95,371507.51339190383,-1.7213999999999996
500,0.75,0.25,0.95,368565.2088269463,-0.12500000000000006
1000,0.75,0.25,0.95,368197.93613006565,0.22053999999999985
2000,0.75,0.25,0.95,368014.95574106334,0.4005099999999998
5000,0.75,0.25,0.95,367906.5297021762,0.5061159999999998
8000,0.75,0.25,0.95,367882.3504478606,0.5292399999999999
9000,0.75,0.25,0.95,367881.672186046,0.5341755555555554
10000,0.75,0.25,0.95,367882.51717059576,0.5365499999999999
100,0.75,0.25,1.0,371526.8255320143,-1.8129999999999993
500,0.75,0.25,1.0,368584.37285316404,-0.15392000000000003
1000,0.75,0.25,1.0,368217.09090349387,0.20389999999999991
2000,0.75,0.25,1.0,368034.1074503162,0.3855399999999998
5000,0.75,0.25,1.0,367925.7028090358,0.4931079999999999
8000,0.75,0.25,1.0,367901.6006550111,0.52145
9000,0.75,0.25,1.0,367900.9813077364,0.5269622222222221
10000,0.75,0.25,1.0,367901.88232234056,0.5313679999999998
100,0.75,0.3,0.7,371546.37917661876,-1.7880000000000007
500,0.75,0.3,0.7,368603.77179323084,-0.10132000000000027
1000,0.75,0.3,0.7,368236.44549819734,0.2326399999999998
2000,0.75,0.3,0.7,368053.4317230315,0.3967699999999998
5000,0.75,0.3,0.7,367945.00326275936,0.5021159999999998
8000,0.75,0.3,0.7,367920.8453495353,0.5264249999999998
9000,0.75,0.3,0.7,367920.1840257646,0.5311177777777776
10000,0.75,0.3,0.7,367921.11523778917,0.5343679999999998
100,0.75,0.3,0.75,371565.8983590595,-1.6732000000000007
500,0.75,0.3,0.75,368623.1234794102,-0.05120000000000022
1000,0.75,0.3,0.75,368255.77183249855,0.2588399999999998
2000,0.75,0.3,0.75,368072.73905385705,0.41018999999999983
5000,0.75,0.3,0.75,367964.47429026704,0.5053399999999998
8000,0.75,0.3,0.75,367940.37929368747,0.5304249999999998
9000,0.75,0.3,0.75,367940.28182918346,0.5346066666666666
10000,0.75,0.3,0.75,367941.6050985607,0.5377819999999999
100,0.75,0.3,0.8,371586.50351646467,-1.7080000000000004
500,0.75,0.3,0.8,368643.5491344921,-0.041560000000000284
1000,0.75,0.3,0.8,368276.1556810584,0.26629999999999976
2000,0.75,0.3,0.8,368093.0951626153,0.4193699999999998
5000,0.75,0.3,0.8,367984.609050116,0.5108199999999999
8000,0.75,0.3,0.8,367960.42109796556,0.5277624999999998
9000,0.75,0.3,0.8,367959.78066202183,0.5314822222222222
10000,0.75,0.3,0.8,367960.6695295018,0.5348879999999999
100,0.75,0.3,0.85,371605.7903683956,-1.9134000000000007
500,0.75,0.3,0.85,368662.71237728244,-0.10564000000000028
1000,0.75,0.3,0.85,368295.3490409223,0.22147999999999976
2000,0.75,0.3,0.85,368112.33950619417,0.38915999999999984
5000,0.75,0.3,0.85,368003.9387534551,0.49531999999999987
8000,0.75,0.3,0.85,367979.8445738409,0.5184799999999998
9000,0.75,0.3,0.85,367979.27891082736,0.5239555555555554
10000,0.75,0.3,0.85,367980.23452363693,0.5267639999999999
100,0.75,0.3,0.9,371625.55905026355,-1.6976000000000004
500,0.75,0.3,0.9,368682.3118677194,-0.11520000000000016
1000,0.75,0.3,0.9,368314.91248181346,0.22053999999999988
2000,0.75,0.3,0.9,368131.8613033138,0.39545999999999987
5000,0.75,0.3,0.9,368023.38568978396,0.5050119999999998
8000,0.75,0.3,0.9,367999.18785395107,0.5309474999999999
9000,0.75,0.3,0.9,367998.47008970607,0.536102222222222
10000,0.75,0.3,0.9,367999.28357517667,0.5401859999999998
100,0.75,0.3,0.95,371644.70498096803,-1.8
500,0.75,0.3,0.95,368701.3168629547,-0.21556000000000017
1000,0.75,0.3,0.95,368333.922375376,0.16297999999999987
2000,0.75,0.3,0.95,368150.902909069,0.3585599999999999
5000,0.75,0.3,0.95,368042.50866365165,0.48343999999999987
8000,0.75,0.3,0.95,368018.4101883887,0.5194249999999998
9000,0.75,0.3,0.95,368017.7908011446,0.5257222222222221
10000,0.75,0.3,0.95,368018.7025745937,0.5313499999999999
100,0.75,0.3,1.0,371664.3646490068,-1.6238
500,0.75,0.3,1.0,368720.93967064493,-0.11592000000000019
1000,0.75,0.3,1.0,368353.54305567604,0.2182399999999998
2000,0.75,0.3,1.0,368170.54210951884,0.3890799999999998
5000,0.75,0.3,1.0,368062.1284711913,0.5002399999999999
8000,0.75,0.3,1.0,368037.97909640265,0.5212849999999999
9000,0.75,0.3,1.0,368037.36596210615,0.5227999999999999
10000,0.75,0.3,1.0,368038.32485265326,0.5255819999999998
100,0.75,0.35,0.7,371684.25583624525,-1.5854000000000006
500,0.75,0.35,0.7,368740.5106817659,-0.03468000000000023
1000,0.75,0.35,0.7,368373.0256110801,0.2616199999999998
2000,0.75,0.35,0.7,368189.92495334864,0.4106499999999998
5000,0.75,0.35,0.7,368081.44115249714,0.5072199999999999
8000,0.75,0.35,0.7,368057.24903454265,0.5327999999999999
9000,0.75,0.35,0.7,368056.53908638464,0.5368644444444443
10000,0.75,0.35,0.7,368057.34868390043,0.5399099999999999
100,0.75,0.35,0.75,371703.3631816439,-1.5564000000000004
500,0.75,0.35,0.75,368759.47757481015,-0.04396000000000026
1000,0.75,0.35,0.75,368391.9738857878,0.26127999999999985
2000,0.75,0.35,0.75,368208.8613466292,0.4120099999999999
5000,0.75,0.35,0.75,368100.37247639324,0.501288
8000,0.75,0.35,0.75,368076.2617358642,0.5173149999999999
9000,0.75,0.35,0.75,368075.7104209548,0.5193911111111109
10000,0.75,0.35,0.75,368076.7179554024,0.5222479999999998
100,0.75,0.35,0.8,371723.0625495577,-1.6922000000000008
500,0.75,0.35,0.8,368779.03170464275,-0.10208000000000027
1000,0.75,0.35,0.8,368411.5421785763,0.21587999999999977
2000,0.75,0.35,0.8,368228.46548717126,0.3866499999999998
5000,0.75,0.35,0.8,368120.0229815456,0.4909999999999998
8000,0.75,0.35,0.8,368095.9276018678,0.5208599999999999
9000,0.75,0.35,0.8,368095.31791103905,0.5273488888888888
10000,0.75,0.35,0.8,368096.2254634324,0.5318599999999999
100,0.75,0.35,0.85,371742.6403974757,-1.5136000000000007
500,0.75,0.35,0.85,368798.44184229977,-0.04108000000000027
1000,0.75,0.35,0.85,368430.89901606797,0.26777999999999974
2000,0.75,0.35,0.85,368247.75525741256,0.4209899999999998
5000,0.75,0.35,0.85,368139.220575948,0.5124199999999999
8000,0.75,0.35,0.85,368115.0011896065,0.5342949999999999
9000,0.75,0.35,0.85,368114.29797023954,0.5378777777777777
10000,0.75,0.35,0.85,368115.11896449846,0.5406599999999998
100,0.75,0.35,0.9,371761.7261351895,-1.6992000000000005
500,0.75,0.35,0.9,368817.3840740139,-0.05228000000000031
1000,0.75,0.35,0.9,368449.83181111456,0.24859999999999977
2000,0.75,0.35,0.9,368266.709769344,0.39987999999999985
5000,0.75,0.35,0.9,368158.2418903493,0.4961639999999998
8000,0.75,0.35,0.9,368134.13894188986,0.5200974999999999
9000,0.75,0.35,0.9,368133.5558299862,0.5245599999999999
10000,0.75,0.35,0.9,368134.51429167954,0.5292039999999999
100,0.75,0.35,0.95,371781.36384523555,-1.8383999999999998
500,0.75,0.35,0.95,368836.88497612823,-0.08292000000000013
1000,0.75,0.35,0.95,368469.33549146383,0.22931999999999983
2000,0.75,0.35,0.95,368286.2327572545,0.39136999999999983
5000,0.75,0.35,0.95,368177.7973905543,0.4838159999999998
8000,0.75,0.35,0.95,368153.7698985698,0.5123199999999998
9000,0.75,0.35,0.95,368153.2582844481,0.520131111111111
10000,0.75,0.35,0.95,368154.26254709664,0.5254899999999999
100,0.75,0.35,1.0,371801.29870455153,-1.6772000000000005
500,0.75,0.35,1.0,368856.64043154713,-0.037040000000000246
1000,0.75,0.35,1.0,368489.0404500926,0.2681999999999998
2000,0.75,0.35,1.0,368305.87426760927,0.41442999999999985
5000,0.75,0.35,1.0,368197.3445181876,0.5129439999999998
8000,0.75,0.35,1.0,368173.11630913697,0.5359499999999998
9000,0.75,0.35,1.0,368172.39338014094,0.5397177777777776
10000,0.75,0.35,1.0,368173.2014654615,0.5434379999999998
100,0.8,0.1,0.7,371820.3702798454,-2.0708
500,0.8,0.1,0.7,368875.71751598414,-0.4861600000000005
1000,0.8,0.1,0.7,368508.35625488276,0.035899999999999696
2000,0.8,0.1,0.7,368325.4402227425,0.29848999999999976
5000,0.8,0.1,0.7,368217.1968566631,0.4588199999999998
8000,0.8,0.1,0.7,368193.2620684167,0.49767999999999984
9000,0.8,0.1,0.7,368192.80283754336,0.5046755555555554
10000,0.8,0.1,0.7,368193.87885357236,0.5113519999999998
100,0.8,0.1,0.75,371841.3189039915,-2.294400000000001
500,0.8,0.1,0.75,368896.54648589384,-0.6520000000000005
1000,0.8,0.1,0.75,368529.2085662104,-0.042660000000000364
2000,0.8,0.1,0.75,368346.2987268345,0.26740999999999976
5000,0.8,0.1,0.75,368238.00092021626,0.4504799999999998
8000,0.8,0.1,0.75,368214.03507478605,0.49589749999999994
9000,0.8,0.1,0.75,368213.6290145006,0.5043066666666666
10000,0.8,0.1,0.75,368214.7034067972,0.5108659999999999
100,0.8,0.1,0.8,371862.32803366997,-2.2399999999999998
500,0.8,0.1,0.8,368917.3581280797,-0.5438000000000004
1000,0.8,0.1,0.8,368549.9587201705,0.011679999999999836
2000,0.8,0.1,0.8,368367.0176111086,0.29414999999999986
5000,0.8,0.1,0.8,368258.697381136,0.4594359999999999
8000,0.8,0.1,0.8,368234.7790936375,0.5012624999999998
9000,0.8,0.1,0.8,368234.3031127219,0.509482222222222
10000,0.8,0.1,0.8,368235.3601549311,0.5153899999999998
100,0.8,0.1,0.85,371883.17613576254,-2.1856000000000004
500,0.8,0.1,0.85,368938.05105577054,-0.6492400000000005
1000,0.8,0.1,0.85,368570.655840821,-0.046020000000000325
2000,0.8,0.1,0.85,368387.72235142114,0.26327999999999974
5000,0.8,0.1,0.85,368279.4213617142,0.4455399999999999
8000,0.8,0.1,0.85,368255.4573396078,0.4924449999999998
9000,0.8,0.1,0.85,368254.98435769806,0.5011533333333331
10000,0.8,0.1,0.85,368256.05747067684,0.5079299999999999
100,0.8,0.1,0.9,371904.08130141726,-2.1308000000000002
500,0.8,0.1,0.9,368958.7510772617,-0.5245600000000002
1000,0.8,0.1,0.9,368591.2835723488,0.028919999999999845
2000,0.8,0.1,0.9,368408.2684890507,0.30208999999999986
5000,0.8,0.1,0.9,368299.88020681584,0.46625599999999984
8000,0.8,0.1,0.9,368275.81806931255,0.5074449999999999
9000,0.8,0.1,0.9,368275.26268953446,0.5140044444444443
10000,0.8,0.1,0.9,368276.24539077736,0.5200879999999999
100,0.8,0.1,0.95,371924.44532591256,-2.1785999999999994
500,0.8,0.1,0.95,368978.968916605,-0.57316
1000,0.8,0.1,0.95,368611.50654490996,-0.018980000000000077
2000,0.8,0.1,0.95,368428.52976475476,0.27915999999999985
5000,0.8,0.1,0.95,368320.17682166677,0.45718799999999993
8000,0.8,0.1,0.95,368296.16239836655,0.5016574999999999
9000,0.8,0.1,0.95,368295.62859838747,0.5106666666666665
10000,0.8,0.1,0.95,368296.61059278616,0.5182299999999999
100,0.8,0.1,1.0,371944.98350992263,-2.1956
500,0.8,0.1,1.0,368999.3516863708,-0.7377600000000003
1000,0.8,0.1,1.0,368631.921667109,-0.1073400000000002
2000,0.8,0.1,1.0,368448.99300183187,0.22990999999999984
5000,0.8,0.1,1.0,368340.708995081,0.43400399999999983
8000,0.8,0.1,1.0,368316.78559615306,0.4852374999999998
9000,0.8,0.1,1.0,368316.36845249863,0.4946866666666665
10000,0.8,0.1,1.0,368317.46803176467,0.5021519999999998
100,0.8,0.15,0.7,371966.09224839846,-1.7626000000000004
500,0.8,0.15,0.7,369020.21210327843,-0.19184000000000037
1000,0.8,0.15,0.7,368652.57147182483,0.17355999999999971
2000,0.8,0.15,0.7,368469.4645763642,0.3597099999999998
5000,0.8,0.15,0.7,368361.0736155999,0.46995199999999987
8000,0.8,0.15,0.7,368337.14454729506,0.4966449999999999
9000,0.8,0.15,0.7,368336.768418877,0.5018955555555554
10000,0.8,0.15,0.7,368337.95915400836,0.5066999999999998
100,0.8,0.15,0.75,371986.9277573426,-2.0368000000000004
500,0.8,0.15,0.75,369040.8928802431,-0.37148000000000025
1000,0.8,0.15,0.75,368673.22920923954,0.09881999999999985
2000,0.8,0.15,0.75,368490.0864148827,0.3371699999999998
5000,0.8,0.15,0.75,368381.59784611285,0.4785839999999999
8000,0.8,0.15,0.75,368357.48246418603,0.5152424999999998
9000,0.8,0.15,0.75,368356.8550251025,0.5228155555555556
10000,0.8,0.15,0.75,368357.7289501392,0.528266
100,0.8,0.15,0.8,372006.70711053634,-1.9498
500,0.8,0.15,0.8,369060.5044393812,-0.2399200000000002
1000,0.8,0.15,0.8,368692.80243611673,0.1653799999999999
2000,0.8,0.15,0.8,368509.62683225825,0.36742999999999987
5000,0.8,0.15,0.8,368401.1088712605,0.4916279999999999
8000,0.8,0.15,0.8,368376.9539602429,0.5227524999999998
9000,0.8,0.15,0.8,368376.2892915902,0.5284066666666666
10000,0.8,0.15,0.8,368377.1532075607,0.533322
100,0.8,0.15,0.85,372026.34226443706,-2.1035999999999997
500,0.8,0.15,0.85,369080.0012513151,-0.33912000000000014
1000,0.8,0.15,0.85,368712.3071945137,0.11393999999999983
2000,0.8,0.15,0.85,368529.15355156665,0.3411199999999998
5000,0.8,0.15,0.85,368420.681391797,0.47418799999999983
8000,0.8,0.15,0.85,368396.616286579,0.5088049999999998
9000,0.8,0.15,0.85,368396.0692127651,0.5153844444444443
10000,0.8,0.15,0.85,368397.06227116677,0.5203739999999999
100,0.8,0.15,0.9,372046.50102677173,-2.0324
500,0.8,0.15,0.9,369100.023005138,-0.39676000000000033
1000,0.8,0.15,0.9,368732.3529821613,0.08129999999999979
2000,0.8,0.15,0.9,368549.233600325,0.3219299999999998
5000,0.8,0.15,0.9,368440.79683469393,0.46763199999999977
8000,0.8,0.15,0.9,368416.7590367011,0.5015124999999998
9000,0.8,0.15,0.9,368416.272582128,0.5074355555555553
10000,0.8,0.15,0.9,368417.33380116837,0.5133219999999998
100,0.8,0.15,0.95,372066.9873553725,-2.172199999999999
500,0.8,0.15,0.95,369120.3194548347,-0.3690399999999999
1000,0.8,0.15,0.95,368752.5912738458,0.09379999999999995
2000,0.8,0.15,0.95,368569.43309414084,0.3312999999999999
5000,0.8,0.15,0.95,368460.9483614325,0.4769919999999998
8000,0.8,0.15,0.95,368436.84205007,0.5114449999999999
9000,0.8,0.15,0.95,368436.2496402971,0.5171622222222221
10000,0.8,0.15,0.95,368437.20824818686,0.5223459999999999
100,0.8,0.15,1.0,372087.0141417578,-2.0212000000000008
500,0.8,0.15,1.0,369140.18539186224,-0.36664000000000024
1000,0.8,0.15,1.0,368772.45641653996,0.07727999999999981
2000,0.8,0.15,1.0,368589.33542123163,0.2996299999999998
5000,0.8,0.15,1.0,368480.99615157093,0.4414439999999998
8000,0.8,0.15,1.0,368457.1495627357,0.48112999999999984
9000,0.8,0.15,1.0,368456.863349186,0.4887688888888887
10000,0.8,0.15,1.0,368458.11076353013,0.49577999999999983
100,0.8,0.2,0.7,372108.2289373817,-1.7204000000000006
500,0.8,0.2,0.7,369161.19339664315,-0.11956000000000029
1000,0.8,0.2,0.7,368793.3493176128,0.22373999999999977
2000,0.8,0.2,0.7,368610.0905540441,0.39608999999999983
5000,0.8,0.2,0.7,368501.5105189529,0.5029039999999998
8000,0.8,0.2,0.7,368477.31294527755,0.5287849999999998
9000,0.8,0.2,0.7,368476.63414462423,0.5339222222222221
10000,0.8,0.2,0.7,368477.49471744656,0.5380419999999998
100,0.8,0.2,0.75,372127.6812601385,-1.8726000000000007
500,0.8,0.2,0.75,369180.50817604724,-0.14500000000000035
1000,0.8,0.2,0.75,368812.65844239324,0.21529999999999977
2000,0.8,0.2,0.75,368629.39893633255,0.39258999999999983
5000,0.8,0.2,0.75,368520.8351110169,0.4972159999999999
8000,0.8,0.2,0.75,368496.68417382176,0.5244124999999998
9000,0.8,0.2,0.75,368496.06105047476,0.5297199999999999
10000,0.8,0.2,0.75,368496.9631895866,0.5338379999999998
100,0.8,0.2,0.8,372147.3585451011,-1.7102000000000006
500,0.8,0.2,0.8,369200.0078486897,-0.14752000000000026
1000,0.8,0.2,0.8,368832.12241588533,0.21385999999999977
2000,0.8,0.2,0.8,368648.8337281325,0.3952199999999998
5000,0.8,0.2,0.8,368540.2271828059,0.5048119999999998
8000,0.8,0.2,0.8,368516.012409549,0.5332624999999999
9000,0.8,0.2,0.8,368515.2956092711,0.5383533333333331
10000,0.8,0.2,0.8,368516.0916634499,0.5425999999999999
100,0.8,0.2,0.85,372166.6173655128,-1.9026000000000005
500,0.8,0.2,0.85,369219.1288257301,-0.2042400000000004
1000,0.8,0.2,0.85,368851.24542183697,0.16427999999999973
2000,0.8,0.2,0.85,368668.0035205977,0.3569299999999998
5000,0.8,0.2,0.85,368559.5094021067,0.4704159999999998
8000,0.8,0.2,0.85,368535.51053428266,0.5020899999999998
9000,0.8,0.2,0.85,368535.0569692424,0.5076155555555555
10000,0.8,0.2,0.85,368536.1872379243,0.5128179999999999
100,0.8,0.2,0.9,372187.1076941117,-1.9366000000000005
500,0.8,0.2,0.9,369239.46665865293,-0.18604000000000026
1000,0.8,0.2,0.9,368871.5556849646,0.19347999999999985
2000,0.8,0.2,0.9,368688.2747864671,0.3869899999999998
5000,0.8,0.2,0.9,368579.67005633394,0.5021639999999998
8000,0.8,0.2,0.9,368555.4682313402,0.5305499999999999
9000,0.8,0.2,0.9,368554.8036348504,0.5365066666666665
10000,0.8,0.2,0.9,368555.7531630746,0.5399079999999998
100,0.8,0.2,0.95,372206.8006553144,-1.8655999999999997
500,0.8,0.2,0.95,369258.99595242826,-0.20104000000000014
1000,0.8,0.2,0.95,368891.10023791407,0.18193999999999985
2000,0.8,0.2,0.95,368707.9336681203,0.37952999999999987
5000,0.8,0.2,0.95,368599.4749035302,0.49567999999999995
8000,0.8,0.2,0.95,368575.3622695551,0.5256199999999999
9000,0.8,0.2,0.95,368574.7461117322,0.5314022222222221
10000,0.8,0.2,0.95,368575.64819004684,0.5360219999999999
100,0.8,0.2,1.0,372226.8169476114,-1.8580000000000003
500,0.8,0.2,1.0,369278.84099729947,-0.1687200000000002
1000,0.8,0.2,1.0,368910.8862725122,0.19953999999999983
2000,0.8,0.2,1.0,368727.57561236975,0.38460999999999984
5000,0.8,0.2,1.0,368618.98461361096,0.49389199999999983
8000,0.8,0.2,1.0,368594.8288755552,0.5260324999999998
9000,0.8,0.2,1.0,368594.2086054457,0.532251111111111
10000,0.8,0.2,1.0,368595.2045116034,0.5368159999999998
100,0.8,0.25,0.7,372246.5357879706,-1.6472000000000007
500,0.8,0.25,0.7,369298.3836800959,-0.16004000000000035
1000,0.8,0.25,0.7,368930.42436529964,0.15355999999999972
2000,0.8,0.25,0.7,368747.20759647986,0.30882999999999977
5000,0.8,0.25,0.7,368638.9145273767,0.42557999999999985
8000,0.8,0.25,0.7,368615.2877187019,0.44254749999999976
9000,0.8,0.25,0.7,368615.46704480954,0.4446799999999998
10000,0.8,0.25,0.7,368617.6432598495,0.4478959999999998
100,0.8,0.25,0.75,372269.85266918375,-1.8006000000000009
500,0.8,0.25,0.75,369321.53099141794,-0.1479200000000003
1000,0.8,0.25,0.75,368953.5488983732,0.21075999999999978
2000,0.8,0.25,0.75,368770.2564047122,0.39023999999999986
5000,0.8,0.25,0.75,368661.62702352763,0.49985199999999985
8000,0.8,0.25,0.75,368637.4250499403,0.5272799999999999
9000,0.8,0.25,0.75,368636.73906601034,0.5329044444444444
10000,0.8,0.25,0.75,368637.5792290812,0.536848
100,0.8,0.25,0.8,372289.3426663947,-1.7244000000000002
500,0.8,0.25,0.8,369340.84434754937,-0.05384000000000032
1000,0.8,0.25,0.8,368972.7847200817,0.26289999999999975
2000,0.8,0.25,0.8,368789.3938974087,0.4180499999999998
5000,0.8,0.25,0.8,368680.7091393949,0.5163079999999998
8000,0.8,0.25,0.8,368656.4314472831,0.5403074999999998
9000,0.8,0.25,0.8,368655.7402186123,0.5438199999999997
10000,0.8,0.25,0.8,368656.6227652253,0.5471899999999997
100,0.8,0.25,0.85,372308.55154149974,-1.7186000000000001
500,0.8,0.25,0.85,369359.905814749,-0.14580000000000023
1000,0.8,0.25,0.85,368991.84360290953,0.20811999999999972
2000,0.8,0.25,0.85,368808.46912860894,0.3923299999999998
5000,0.8,0.25,0.85,368699.80273067753,0.5025679999999998
8000,0.8,0.25,0.85,368675.5716906773,0.5298224999999999
9000,0.8,0.25,0.85,368674.86868288304,0.5357288888888887
10000,0.8,0.25,0.85,368675.678926215,0.5400919999999998
