Episode,Gamma,Episode Length,Average time,Average reward
15000,0.75,80,705699.6963457948,-0.016028000000000216
20000,0.75,80,705699.4141831934,0.05757499999999982
25000,0.75,80,705705.8939710713,0.11244479999999982
30000,0.75,80,705716.7481650648,0.15082666666666653
35000,0.75,80,705730.8878246902,0.17843257142857127
40000,0.75,80,705747.7860454817,0.20229349999999985
45000,0.75,80,705766.9719011532,0.22085466666666653
50000,0.75,80,705788.6631971549,0.23463119999999987
1000,0.75,90,706490.9852053375,-0.7872400000000005
5000,0.75,90,705930.0799219963,-0.6128840000000005
10000,0.75,90,705867.9942939166,-0.4961140000000005
15000,0.75,90,705857.927101962,-0.3995693333333338
20000,0.75,90,705863.8341665736,-0.3210940000000004
25000,0.75,90,705878.07882943,-0.2652544000000004
30000,0.75,90,705898.1840746527,-0.21612866666666702
35000,0.75,90,705922.8221034249,-0.18141085714285746
40000,0.75,90,705951.6117218746,-0.1523705000000003
45000,0.75,90,705984.2834296388,-0.1276400000000003
50000,0.75,90,706020.7144307031,-0.10182560000000028
1000,0.75,100,706730.7430613622,-0.8690400000000007
5000,0.75,100,706169.970762119,-0.5522480000000005
10000,0.75,100,706107.3510449252,-0.15148600000000031
15000,0.75,100,706093.9519550506,-0.009364000000000245
20000,0.75,100,706094.5305419029,0.0714519999999998
25000,0.75,100,706101.8730651935,0.12124479999999983
30000,0.75,100,706113.5615570644,0.15778933333333317
35000,0.75,100,706128.7575373583,0.187906857142857
40000,0.75,100,706146.6030517429,0.2106909999999999
45000,0.75,100,706166.5535878632,0.22607866666666657
50000,0.75,100,706188.686722183,0.23993559999999992
1000,0.8,10,706890.5939577302,-0.04143999999999997
5000,0.8,10,706326.3001333394,-0.024843999999999984
10000,0.8,10,706257.292196128,-0.015715999999999977
15000,0.8,10,706236.4050066117,-0.013475999999999976
20000,0.8,10,706228.3196048065,-0.009889999999999977
25000,0.8,10,706226.0374928665,-0.007538399999999976
30000,0.8,10,706227.1930975778,-0.006390666666666645
35000,0.8,10,706230.7812850422,-0.008241714285714262
40000,0.8,10,706236.3300374025,-0.0067014999999999774
45000,0.8,10,706243.4227779238,-0.004470222222222199
50000,0.8,10,706252.0106274704,-0.0032871999999999776
1000,0.8,20,706949.6587285773,-0.14216000000000004
5000,0.8,20,706385.6860249605,0.025187999999999964
10000,0.8,20,706317.5102637275,0.08574799999999998
15000,0.8,20,706297.950066221,0.11411066666666664
20000,0.8,20,706291.7421364882,0.12660199999999996
25000,0.8,20,706291.9499008524,0.13529039999999998
30000,0.8,20,706295.9688885154,0.142258
35000,0.8,20,706302.7524532723,0.14778399999999997
40000,0.8,20,706311.989641341,0.15283599999999997
45000,0.8,20,706323.334674769,0.15724799999999997
50000,0.8,20,706336.6246296464,0.16011039999999999
1000,0.8,30,707036.6847020704,-0.07006000000000007
5000,0.8,30,706472.8682682683,0.07997199999999993
10000,0.8,30,706405.2278893144,0.13473199999999994
15000,0.8,30,706386.5456283123,0.16650799999999996
20000,0.8,30,706381.5850277921,0.19295499999999996
25000,0.8,30,706382.9298428454,0.20670799999999995
30000,0.8,30,706388.3279141935,0.2160166666666666
35000,0.8,30,706396.8610704276,0.22719257142857138
40000,0.8,30,706407.8713336948,0.23805799999999994
45000,0.8,30,706421.1009180774,0.24771733333333326
50000,0.8,30,706436.3205857066,0.2553035999999999
1000,0.8,40,707137.5319146065,-0.3699800000000002
5000,0.8,40,706574.2893671674,-0.19632400000000017
10000,0.8,40,706507.923452404,-0.08382800000000014
15000,0.8,40,706491.0426159323,-0.038186666666666785
20000,0.8,40,706488.3882965103,-0.00520300000000012
25000,0.8,40,706492.8012648537,0.012201599999999882
30000,0.8,40,706501.9083062113,0.03209333333333322
35000,0.8,40,706514.6453223861,0.049765142857142744
40000,0.8,40,706530.4824840009,0.0645444999999999
45000,0.8,40,706549.0889950002,0.07519377777777768
50000,0.8,40,706570.4133435698,0.08311479999999989
1000,0.8,50,707274.7435149464,-0.3817600000000002
5000,0.8,50,706711.6502848275,-0.22525600000000018
10000,0.8,50,706645.8554376303,-0.09786000000000016
15000,0.8,50,706629.757895979,-0.03726400000000013
20000,0.8,50,706627.7926407929,-0.011588000000000128
25000,0.8,50,706632.7358714711,0.011748799999999882
30000,0.8,50,706642.3513396117,0.02792733333333322
35000,0.8,50,706655.3470586983,0.04275485714285704
40000,0.8,50,706671.270433487,0.0580534999999999
45000,0.8,50,706689.7506159932,0.07762222222222213
50000,0.8,50,706710.4361396078,0.0935955999999999
1000,0.8,60,707413.7962697089,-0.18178000000000022
5000,0.8,60,706850.4374688369,-0.012948000000000178
10000,0.8,60,706784.2102333677,0.09778399999999986
15000,0.8,60,706767.1802564868,0.18106666666666654
20000,0.8,60,706763.7483190137,0.22472599999999993
25000,0.8,60,706766.9578983728,0.2523535999999999
30000,0.8,60,706774.1174227678,0.2722813333333332
35000,0.8,60,706784.3547208911,0.28771714285714284
40000,0.8,60,706797.1089041346,0.2970414999999999
45000,0.8,60,706812.1198933156,0.30477244444444435
50000,0.8,60,706829.2306864884,0.3116595999999999
1000,0.8,70,707531.404972283,-0.5607000000000004
5000,0.8,70,706968.4359386388,-0.0351600000000002
10000,0.8,70,706902.3572806545,0.13753199999999985
15000,0.8,70,706885.15089518,0.21033066666666655
20000,0.8,70,706881.4701859584,0.2488429999999999
25000,0.8,70,706884.2367225029,0.2743431999999999
30000,0.8,70,706891.1212178718,0.2906386666666666
35000,0.8,70,706901.168197921,0.3035497142857142
40000,0.8,70,706913.6189117584,0.3127039999999999
45000,0.8,70,706928.4795168488,0.3189395555555555
50000,0.8,70,706945.3831313591,0.3257139999999999
1000,0.8,80,707647.5290842748,-0.5171600000000003
5000,0.8,80,707084.4725043938,-0.05439200000000021
10000,0.8,80,707018.573643931,0.12742799999999985
15000,0.8,80,707001.7862169425,0.19918266666666654
20000,0.8,80,706998.5924458569,0.23523799999999992
25000,0.8,80,707001.9629330337,0.2568055999999999
30000,0.8,80,707009.6421717219,0.2751273333333333
35000,0.8,80,707020.3901661255,0.2886005714285713
40000,0.8,80,707033.7086746286,0.3006874999999999
45000,0.8,80,707049.1869698245,0.3103213333333332
50000,0.8,80,707067.3299379961,0.3163595999999999
1000,0.8,90,707770.1965191874,-0.6384400000000003
5000,0.8,90,707207.2999320782,-0.06635200000000027
10000,0.8,90,707141.7133453803,0.10119399999999983
15000,0.8,90,707125.4945746966,0.1624066666666665
20000,0.8,90,707123.171247782,0.20844199999999988
25000,0.8,90,707127.4529595065,0.2379935999999999
30000,0.8,90,707135.8053704526,0.25457266666666656
35000,0.8,90,707147.3440926435,0.26708685714285707
40000,0.8,90,707161.6537976622,0.2793159999999999
45000,0.8,90,707178.4212709141,0.2894124444444444
50000,0.8,90,707197.2569788876,0.29799799999999993
1000,0.8,100,707900.4764483777,-0.9154200000000007
5000,0.8,100,707338.6100345595,-0.47391600000000045
10000,0.8,100,707275.7228368047,-0.2263600000000003
15000,0.8,100,707263.2047780484,-0.08458133333333359
20000,0.8,100,707264.8059963776,0.02155299999999979
25000,0.8,100,707272.9832721959,0.08991599999999984
30000,0.8,100,707285.1234134026,0.13711599999999988
35000,0.8,100,707300.2513277559,0.17095485714285702
40000,0.8,100,707318.0376047489,0.19621599999999986
45000,0.8,100,707338.1592892137,0.21476133333333322
50000,0.8,100,707360.3083551758,0.22967479999999993
1000,0.85,10,708063.1630515449,-0.04443999999999998
5000,0.85,10,707497.9225846949,-0.02899599999999998
10000,0.85,10,707428.7758118162,-0.020105999999999975
15000,0.85,10,707407.8474467898,-0.01397733333333331
20000,0.85,10,707399.7321067608,-0.006643999999999977
25000,0.85,10,707397.386219451,-0.002443999999999978
30000,0.85,10,707398.4324882227,0.0018073333333333541
35000,0.85,10,707401.8844787814,0.0032680000000000218
40000,0.85,10,707407.2343855122,0.0052695000000000216
45000,0.85,10,707414.2006583599,0.007115555555555577
50000,0.85,10,707422.5676960858,0.008044400000000023
1000,0.85,20,708121.2098685836,-0.11716000000000003
5000,0.85,20,707556.3073557309,-0.022416000000000037
10000,0.85,20,707487.9986570362,0.03416999999999997
15000,0.85,20,707468.2644153356,0.08691599999999997
20000,0.85,20,707461.6652126955,0.10910499999999997
25000,0.85,20,707461.1108142326,0.123164
30000,0.85,20,707464.3012426136,0.13319399999999998
35000,0.85,20,707470.2096555501,0.13939028571428572
40000,0.85,20,707478.3589525182,0.1473995
45000,0.85,20,707488.3742625152,0.15222577777777777
50000,0.85,20,707500.2544395925,0.15772359999999996
1000,0.85,30,708200.7387563724,-0.06720000000000008
5000,0.85,30,707636.0432729209,0.10371999999999994
10000,0.85,30,707568.2499897765,0.16981399999999994
15000,0.85,30,707549.3861081849,0.20169999999999993
20000,0.85,30,707544.1035846607,0.2310329999999999
25000,0.85,30,707545.2919431027,0.24999439999999995
30000,0.85,30,707550.5464540002,0.2627493333333333
35000,0.85,30,707558.6268014109,0.2736022857142857
40000,0.85,30,707569.239603266,0.28158399999999995
45000,0.85,30,707582.0759676812,0.28631733333333326
50000,0.85,30,707596.9160888884,0.29149679999999994
1000,0.85,40,708298.9687796802,-0.3336200000000002
5000,0.85,40,707734.7229263386,-0.23967600000000017
10000,0.85,40,707668.380835607,-0.16561400000000015
15000,0.85,40,707651.8603301872,-0.08916933333333346
20000,0.85,40,707649.5126763716,-0.04350600000000012
25000,0.85,40,707654.1769683129,-0.014092800000000119
30000,0.85,40,707663.3199004069,0.012423999999999883
35000,0.85,40,707676.0820187536,0.03148399999999989
40000,0.85,40,707691.7463024587,0.04675799999999989
45000,0.85,40,707710.1099294936,0.05839555555555546
50000,0.85,40,707731.0739714102,0.0678355999999999
1000,0.85,50,708435.8090344999,-0.03984000000000013
5000,0.85,50,707871.2753431115,0.01729599999999986
10000,0.85,50,707804.5057251994,0.09112399999999989
15000,0.85,50,707787.063688862,0.14877466666666656
20000,0.85,50,707783.358559116,0.1987309999999999
25000,0.85,50,707786.1113617475,0.2309703999999999
30000,0.85,50,707792.9567732586,0.2507146666666666
35000,0.85,50,707802.9391738339,0.2690817142857142
40000,0.85,50,707815.4725230096,0.2821784999999999
45000,0.85,50,707830.1972614034,0.29128533333333323
50000,0.85,50,707847.247256393,0.2992427999999999
1000,0.85,60,708550.373222136,-0.2944200000000003
5000,0.85,60,707986.3939355506,-0.1664800000000002
10000,0.85,60,707920.9561021815,-0.0968140000000002
15000,0.85,60,707905.6618857688,-0.020398666666666843
20000,0.85,60,707904.5035524283,0.03987399999999984
25000,0.85,60,707910.1350462148,0.09645839999999986
30000,0.85,60,707919.6836918741,0.1398153333333332
35000,0.85,60,707932.1959499117,0.16854799999999986
40000,0.85,60,707946.8947813292,0.19142149999999988
45000,0.85,60,707963.7916359591,0.21024666666666655
50000,0.85,60,707982.5962000804,0.22290359999999992
1000,0.85,70,708685.588271234,-0.2142800000000003
5000,0.85,70,708121.2699646263,-0.01930400000000019
10000,0.85,70,708055.1008427435,0.08389199999999984
15000,0.85,70,708038.2920556803,0.15643199999999988
20000,0.85,70,708034.8978767312,0.1918409999999999
25000,0.85,70,708038.0405297192,0.2154287999999999
30000,0.85,70,708045.312196936,0.23466933333333323
35000,0.85,70,708055.7604531061,0.24897142857142845
40000,0.85,70,708068.7876887398,0.25795149999999994
45000,0.85,70,708084.159522908,0.26510044444444436
50000,0.85,70,708101.553597247,0.2725371999999999
1000,0.85,80,708804.9217130586,-0.0504000000000002
5000,0.85,80,708240.1943027896,0.20915999999999985
10000,0.85,80,708173.08658047,0.2719059999999999
15000,0.85,80,708155.0574067215,0.2954159999999999
20000,0.85,80,708150.6355969739,0.3090589999999999
25000,0.85,80,708152.8730564847,0.31593839999999995
30000,0.85,80,708159.4024442886,0.3249066666666666
35000,0.85,80,708169.2577518774,0.33262228571428565
40000,0.85,80,708181.4083962622,0.33630599999999994
45000,0.85,80,708195.7571957492,0.34168533333333323
50000,0.85,80,708212.2283346944,0.3458019999999999
1000,0.85,90,708915.7480921958,-0.45788000000000034
5000,0.85,90,708351.5419979702,0.03137599999999979
10000,0.85,90,708285.0496589621,0.18161199999999986
15000,0.85,90,708267.7010331448,0.24031733333333322
20000,0.85,90,708263.9647705236,0.2673479999999999
25000,0.85,90,708266.7154820361,0.2851023999999999
30000,0.85,90,708273.5423535857,0.2961406666666666
35000,0.85,90,708283.4355302701,0.30504857142857134
40000,0.85,90,708296.0108467017,0.31178549999999994
45000,0.85,90,708311.022831444,0.31801466666666656
50000,0.85,90,708328.1376125104,0.3236079999999999
1000,0.85,100,709032.1383459833,-0.8139200000000006
5000,0.85,100,708468.7827917566,-0.1299080000000003
10000,0.85,100,708403.5621218396,0.06798399999999978
15000,0.85,100,708387.7348104988,0.14020533333333315
20000,0.85,100,708385.8028233856,0.18636799999999984
25000,0.85,100,708390.8365534882,0.21153039999999987
30000,0.85,100,708400.2503943004,0.23140666666666654
35000,0.85,100,708413.0009103506,0.24356914285714276
40000,0.85,100,708428.5934586595,0.2505884999999999
45000,0.85,100,708446.7416145407,0.25457555555555544
50000,0.85,100,708467.2301086325,0.25784079999999987
1000,0.9,10,709171.7595072833,-0.06053999999999997
5000,0.9,10,708605.649549497,-0.03739199999999999
10000,0.9,10,708536.4257094004,-0.023239999999999976
15000,0.9,10,708515.4593767043,-0.014599999999999978
20000,0.9,10,708507.3316137798,-0.0059749999999999795
25000,0.9,10,708504.9594623068,-0.002470399999999978
30000,0.9,10,708505.9997866586,0.001752666666666687
35000,0.9,10,708509.4016385279,0.004988571428571451
40000,0.9,10,708514.7187963936,0.006209500000000021
45000,0.9,10,708521.7110083342,0.007240444444444466
50000,0.9,10,708530.0660209343,0.008859600000000021
1000,0.9,20,709229.8170177892,-0.19464000000000004
5000,0.9,20,708664.0963321968,-0.04722000000000005
10000,0.9,20,708595.7599960042,0.03357199999999996
15000,0.9,20,708576.0905679524,0.07069333333333329
20000,0.9,20,708569.640419384,0.09486199999999996
25000,0.9,20,708569.3676586775,0.11129119999999997
30000,0.9,20,708572.914191557,0.12527199999999997
35000,0.9,20,708579.2071582322,0.13645085714285712
40000,0.9,20,708587.7643456789,0.147114
45000,0.9,20,708598.2225346527,0.15386177777777776
50000,0.9,20,708610.5016340468,0.1615776
1000,0.9,30,709312.2330090055,-0.08954000000000008
5000,0.9,30,708746.6729175083,0.07169999999999994
10000,0.9,30,708678.9140273603,0.19267199999999993
15000,0.9,30,708660.0837662291,0.23665199999999992
20000,0.9,30,708654.7609447634,0.25500599999999995
25000,0.9,30,708655.9009215711,0.2664871999999999
30000,0.9,30,708661.0403618702,0.2748439999999999
35000,0.9,30,708669.1384818248,0.2818777142857143
40000,0.9,30,708679.7940940047,0.28617
45000,0.9,30,708692.4694623989,0.28836266666666666
50000,0.9,30,708707.0503020548,0.2917024
1000,0.9,40,709409.9189170193,-0.27936000000000016
5000,0.9,40,708844.8341479134,-0.20054400000000017
10000,0.9,40,708778.253271943,-0.029800000000000135
15000,0.9,40,708760.9779063531,0.06272933333333323
20000,0.9,40,708757.426899504,0.11711499999999991
25000,0.9,40,708760.3893247215,0.1527031999999999
30000,0.9,40,708767.6024091089,0.17614266666666656
35000,0.9,40,708777.8677926494,0.2010079999999999
40000,0.9,40,708790.6142178392,0.21840049999999991
45000,0.9,40,708805.9885487044,0.2339924444444444
50000,0.9,40,708823.2201247879,0.24614159999999996
1000,0.9,50,709527.0341061513,-0.16386000000000012
5000,0.9,50,708961.5549430423,0.13524799999999992
10000,0.9,50,708893.9262875697,0.2338439999999999
15000,0.9,50,708875.2752663522,0.26662666666666657
20000,0.9,50,708870.2376704138,0.2805919999999999
25000,0.9,50,708871.7510793392,0.2932847999999999
30000,0.9,50,708877.3555029784,0.3014586666666666
35000,0.9,50,708886.1517008817,0.30749714285714275
40000,0.9,50,708897.431773158,0.3111769999999999
45000,0.9,50,708910.9065760233,0.31494844444444436
50000,0.9,50,708926.4468868759,0.31714599999999993
1000,0.9,60,709630.2502338875,-0.34134000000000025
5000,0.9,60,709065.3552163354,-0.1287560000000002
10000,0.9,60,708999.4478837682,0.002637999999999823
15000,0.9,60,708983.414005474,0.0932733333333332
20000,0.9,60,708981.1286138895,0.15006899999999987
25000,0.9,60,708985.4967268327,0.1868623999999999
30000,0.9,60,708994.0857575005,0.2150906666666666
35000,0.9,60,709005.7420138388,0.23420342857142848
40000,0.9,60,709020.4696669239,0.2465964999999999
45000,0.9,60,709037.3521814159,0.2557053333333333
50000,0.9,60,709056.3499750791,0.26326479999999997
1000,0.9,70,709760.8596671498,-0.10580000000000023
5000,0.9,70,709195.3954493682,0.1528199999999999
10000,0.9,70,709127.9837882576,0.21557199999999993
15000,0.9,70,709109.8506550532,0.25072933333333325
20000,0.9,70,709105.1463742288,0.272186
25000,0.9,70,709107.3635705761,0.28602239999999995
30000,0.9,70,709113.4495201815,0.29493133333333327
35000,0.9,70,709122.0742268426,0.3001451428571428
40000,0.9,70,709133.1570685641,0.305648
45000,0.9,70,709146.3010945497,0.3085502222222222
50000,0.9,70,709161.4155196968,0.31204360000000003
1000,0.9,80,709865.1116390022,-0.49786000000000047
5000,0.9,80,709300.5327306852,-0.03978400000000022
10000,0.9,80,709234.6103852364,0.14056599999999986
15000,0.9,80,709217.8355844936,0.20314533333333323
20000,0.9,80,709214.8736859247,0.23573199999999989
25000,0.9,80,709218.7048705722,0.2512215999999999
30000,0.9,80,709226.6137920105,0.26157799999999987
35000,0.9,80,709237.5620935956,0.2701708571428571
40000,0.9,80,709251.2732441276,0.2754169999999999
45000,0.9,80,709267.3791257261,0.28052755555555553
50000,0.9,80,709285.2334423969,0.2844519999999999
1000,0.9,90,709989.636306583,-0.2503600000000003
5000,0.9,90,709424.4550329386,-0.009892000000000211
10000,0.9,90,709358.0983774145,0.1368279999999999
15000,0.9,90,709340.804673344,0.20202399999999993
20000,0.9,90,709336.8766826239,0.2387639999999999
25000,0.9,90,709339.390235491,0.25962079999999993
30000,0.9,90,709345.8182474405,0.2754706666666666
35000,0.9,90,709355.1878713227,0.2866354285714285
40000,0.9,90,709366.9970282993,0.29314899999999994
45000,0.9,90,709380.876320657,0.29945599999999994
50000,0.9,90,709397.1981727976,0.30533759999999993
1000,0.9,100,710101.4073728633,-0.5158400000000005
5000,0.9,100,709537.1382404012,-0.10738800000000029
10000,0.9,100,709472.2643671465,0.09022599999999983
15000,0.9,100,709456.4853298194,0.15979599999999985
20000,0.9,100,709454.5487959652,0.20595899999999986
25000,0.9,100,709459.918639142,0.23644719999999986
30000,0.9,100,709470.2604744843,0.2552253333333332
35000,0.9,100,709482.8802803479,0.26866571428571423
40000,0.9,100,709498.1238066154,0.27961849999999994
45000,0.9,100,709515.7441741341,0.289363111111111
50000,0.9,100,709535.2869105114,0.2963395999999999
1000,0.95,10,710240.0341637742,-0.030139999999999976
5000,0.95,10,709673.0899384156,-0.014231999999999988
10000,0.95,10,709603.8110450429,-0.00045399999999997645
15000,0.95,10,709582.8875448367,0.008588000000000024
20000,0.95,10,709575.3012288024,0.01435500000000002
25000,0.95,10,709573.2159138464,0.017422400000000022
30000,0.95,10,709574.5260387773,0.020594000000000022
35000,0.95,10,709578.275034675,0.020074857142857165
40000,0.95,10,709583.9896481953,0.020144000000000023
45000,0.95,10,709591.7003215085,0.021036000000000023
50000,0.95,10,709600.962203343,0.021428000000000023
1000,0.95,20,710302.1033041256,-0.21038
5000,0.95,20,709735.5958768151,-0.07069200000000005
10000,0.95,20,709667.2492222659,-0.02146800000000003
15000,0.95,20,709647.8175640787,0.007886666666666634
20000,0.95,20,709641.9715702072,0.024596999999999973
25000,0.95,20,709642.724442864,0.040573599999999974
30000,0.95,20,709647.1539617628,0.05803199999999997
35000,0.95,20,709654.3867016083,0.0767085714285714
40000,0.95,20,709664.7720649182,0.09270399999999997
45000,0.95,20,709676.9752558706,0.10547199999999997
50000,0.95,20,709690.7190343791,0.11421079999999999
1000,0.95,30,710394.1052177662,-0.08832000000000008
5000,0.95,30,709827.7978969585,0.04369599999999993
10000,0.95,30,709760.1190171434,0.09676999999999995
15000,0.95,30,709741.5385818135,0.15605866666666662
20000,0.95,30,709736.2895796197,0.18818799999999997
25000,0.95,30,709737.2844543738,0.20908399999999996
30000,0.95,30,709742.1535608207,0.2236773333333333
35000,0.95,30,709749.9968139469,0.232724
40000,0.95,30,709760.2529398636,0.24118699999999998
45000,0.95,30,709772.615012631,0.24840666666666664
50000,0.95,30,709787.1604383972,0.252842
1000,0.95,40,710490.7872407655,-0.24894000000000016
5000,0.95,40,709924.7433300744,-0.03523600000000013
10000,0.95,40,709857.6010365805,0.1068679999999999
15000,0.95,40,709839.5489637408,0.17022266666666658
20000,0.95,40,709834.9124332371,0.2041419999999999
25000,0.95,40,709836.708654352,0.22643119999999992
30000,0.95,40,709842.538612293,0.2407746666666666
35000,0.95,40,709851.3346951392,0.25269142857142857
40000,0.95,40,709863.1674296756,0.26099749999999994
45000,0.95,40,709876.8760270488,0.2664808888888888
50000,0.95,40,709892.5360653909,0.2728671999999999
1000,0.95,50,710597.0106753807,-0.14842000000000014
5000,0.95,50,710030.8328810723,0.052715999999999874
10000,0.95,50,709963.8377903257,0.14545799999999987
15000,0.95,50,709946.2734090787,0.19792266666666655
20000,0.95,50,709942.2327488363,0.22454699999999994
25000,0.95,50,709944.9972509017,0.24237999999999993
30000,0.95,50,709952.1202829338,0.2571046666666666
35000,0.95,50,709962.2502507968,0.26821542857142855
40000,0.95,50,709974.9305070497,0.27417499999999995
45000,0.95,50,709989.485321662,0.27998355555555554
50000,0.95,50,710005.94799586,0.28677759999999997
1000,0.95,60,710710.8738828117,-0.23830000000000023
5000,0.95,60,710144.9689862769,-0.04133600000000017
10000,0.95,60,710078.5130018883,0.11610199999999986
15000,0.95,60,710061.159570331,0.1908826666666666
20000,0.95,60,710057.3829950215,0.22984299999999988
25000,0.95,60,710060.1930573537,0.2542535999999999
30000,0.95,60,710067.3842913738,0.26781333333333324
35000,0.95,60,710078.019084519,0.2802319999999999
40000,0.95,60,710091.4498232192,0.2889949999999999
45000,0.95,60,710107.2551071835,0.2967302222222222
50000,0.95,60,710125.0358302577,0.3027735999999999
1000,0.95,70,710830.698902226,-0.24588000000000027
5000,0.95,70,710264.7498863892,0.049047999999999856
10000,0.95,70,710198.0233843368,0.1672739999999999
15000,0.95,70,710180.3113170812,0.2142279999999999
20000,0.95,70,710176.031631913,0.2353529999999999
25000,0.95,70,710178.1363482096,0.2470047999999999
30000,0.95,70,710184.274387256,0.2577493333333333
35000,0.95,70,710193.2935903413,0.26639885714285705
40000,0.95,70,710204.7425875601,0.2714964999999999
45000,0.95,70,710218.3171109526,0.2771328888888888
50000,0.95,70,710233.7241619467,0.28113959999999993
1000,0.95,80,710938.127408879,-0.048240000000000206
5000,0.95,80,710371.6068679538,0.1572279999999999
10000,0.95,80,710303.9135373716,0.2228299999999999
15000,0.95,80,710285.1324559485,0.2537879999999999
20000,0.95,80,710279.8397275573,0.2736779999999999
25000,0.95,80,710280.8082845075,0.28312239999999994
30000,0.95,80,710285.6123128781,0.29010533333333327
35000,0.95,80,710293.2900608922,0.2951028571428571
40000,0.95,80,710303.3292396212,0.30054899999999996
45000,0.95,80,710315.6677636144,0.3022306666666666
50000,0.95,80,710329.9329679271,0.30466479999999996
1000,0.95,90,711034.4657121487,-0.5612600000000004
5000,0.95,90,710469.1250598078,-0.1775520000000003
10000,0.95,90,710404.0304764222,-0.04012000000000022
15000,0.95,90,710389.0613596216,0.035563999999999804
20000,0.95,90,710388.2304564674,0.09282399999999984
25000,0.95,90,710393.9921697028,0.12935119999999983
30000,0.95,90,710403.7804442098,0.15550199999999986
35000,0.95,90,710416.6181731438,0.17207942857142844
40000,0.95,90,710432.1033485526,0.1885974999999999
45000,0.95,90,710449.6893828098,0.199079111111111
50000,0.95,90,710469.5872722978,0.20940839999999988
1000,0.95,100,711176.0699782969,-0.8310600000000006
5000,0.95,100,710611.1834768392,-0.3157840000000004
10000,0.95,100,710547.093732995,-0.07825000000000029
15000,0.95,100,710532.9872794667,0.022254666666666437
20000,0.95,100,710533.2626060027,0.07370699999999979
25000,0.95,100,710540.7162421151,0.1067783999999998
30000,0.95,100,710553.3980394098,0.1308126666666665
35000,0.95,100,710569.9365502825,0.14818399999999984
40000,0.95,100,710589.7295157603,0.15880099999999983
45000,0.95,100,710613.2860605562,0.16761511111111096
50000,0.95,100,710639.787598276,0.17644799999999985
1000,1.0,10,711349.4390396086,-0.08243999999999997
5000,1.0,10,710781.5982723044,-0.02351999999999998
10000,1.0,10,710712.1877466136,-0.008989999999999977
15000,1.0,10,710691.1645712998,0.0023853333333333534
20000,1.0,10,710683.015384908,0.00893400000000002
25000,1.0,10,710680.5860583436,0.012329600000000019
30000,1.0,10,710681.5207750645,0.013697333333333353
35000,1.0,10,710684.923989086,0.01413142857142859
40000,1.0,10,710690.5646143404,0.01397800000000002
45000,1.0,10,710697.5753136564,0.014661777777777798
50000,1.0,10,710705.8439111117,0.014613600000000017
1000,1.0,20,711407.7120675083,-0.11926000000000003
5000,1.0,20,710840.2067115346,0.018783999999999957
10000,1.0,20,710771.6373952514,0.08239799999999997
15000,1.0,20,710751.8237586843,0.1312693333333333
20000,1.0,20,710745.1136599593,0.15645299999999998
25000,1.0,20,710744.4513514789,0.17349599999999998
30000,1.0,20,710747.6865137368,0.18427866666666665
35000,1.0,20,710753.727853058,0.19094914285714285
40000,1.0,20,710762.096115946,0.198094
45000,1.0,20,710772.3964099094,0.20243999999999998
50000,1.0,20,710784.1655781479,0.20728519999999998
1000,1.0,30,711487.6186268427,-0.1625000000000001
5000,1.0,30,710920.2995143075,-0.0033680000000000632
10000,1.0,30,710852.1699714208,0.07518399999999995
15000,1.0,30,710833.0362434351,0.11709599999999994
20000,1.0,30,710827.4009181403,0.14794199999999996
25000,1.0,30,710827.8943883161,0.1649608
30000,1.0,30,710832.1229636034,0.1798833333333333
35000,1.0,30,710839.10483106,0.19041028571428567
40000,1.0,30,710848.3700712405,0.1971605
45000,1.0,30,710859.8556706666,0.2027502222222222
50000,1.0,30,710872.7679684456,0.20721679999999998
1000,1.0,40,711576.8683035155,-0.36122000000000015
5000,1.0,40,711009.9199733478,-0.14556800000000014
10000,1.0,40,710942.8715238026,-0.07222800000000013
15000,1.0,40,710925.5501933057,-0.044449333333333445
20000,1.0,40,710922.4386202984,-0.002229000000000107
25000,1.0,40,710926.1194368118,0.025319199999999896
30000,1.0,40,710934.3325556372,0.04842266666666657
35000,1.0,40,710946.39522519,0.07297542857142847
40000,1.0,40,710961.348154907,0.0915884999999999
45000,1.0,40,710978.4809965715,0.1099159999999999
50000,1.0,40,710997.6606008948,0.1223963999999999
1000,1.0,50,711704.8726220052,-0.16566000000000017
5000,1.0,50,711137.7825052282,0.026183999999999874
10000,1.0,50,711070.4130989471,0.1583119999999999
15000,1.0,50,711051.9895931015,0.2055506666666666
20000,1.0,50,711046.9425769328,0.23240299999999992
25000,1.0,50,711048.2525841049,0.25127759999999993
30000,1.0,50,711053.5286694389,0.26378333333333326
35000,1.0,50,711061.7193749541,0.2721222857142857
40000,1.0,50,711072.1830934418,0.2778945
45000,1.0,50,711084.817620562,0.28184622222222216
50000,1.0,50,711099.4527387434,0.2881564
1000,1.0,60,711804.578616542,-0.38522000000000023
5000,1.0,60,711237.6185225737,-0.21404800000000013
10000,1.0,60,711170.934010975,-0.12912600000000016
15000,1.0,60,711154.2358201222,-0.08989466666666682
20000,1.0,60,711152.2711444452,-0.06892600000000015
25000,1.0,60,711157.7532672469,-0.04304000000000015
30000,1.0,60,711168.0812921568,-0.01849933333333347
35000,1.0,60,711181.7858328071,0.00410799999999987
40000,1.0,60,711198.8182956688,0.029835499999999876
45000,1.0,60,711218.0503654877,0.05022488888888876
50000,1.0,60,711239.8675077447,0.06335799999999989
