Episode,Gamma,Alpha,Epsilon,Average time,Average reward
500,0.75,0.15,0.95,374724.8191730672,-0.7978000000000004
1000,0.75,0.15,0.95,374351.85626027384,-0.23190000000000038
2000,0.75,0.15,0.95,374166.5280270786,0.061359999999999644
5000,0.75,0.15,0.95,374057.48494348646,0.31168399999999974
8000,0.75,0.15,0.95,374034.38410694286,0.3908799999999998
9000,0.75,0.15,0.95,374035.25541688176,0.4033644444444442
10000,0.75,0.15,0.95,374037.7839748653,0.4111499999999998
100,0.75,0.15,1.0,377743.6983228581,-2.1309999999999993
500,0.75,0.15,1.0,374752.16858213535,-0.6600800000000002
1000,0.75,0.15,1.0,374379.0596552932,-0.08494000000000022
2000,0.75,0.15,1.0,374193.394622003,0.21582999999999977
5000,0.75,0.15,1.0,374083.72439946467,0.4030599999999998
8000,0.75,0.15,1.0,374059.97236722475,0.4547324999999999
9000,0.75,0.15,1.0,374060.2046221659,0.4648599999999999
10000,0.75,0.15,1.0,374062.0400393212,0.4729559999999999
100,0.75,0.2,0.7,377767.9231483875,-2.1000000000000005
500,0.75,0.2,0.7,374776.1508230179,-0.4578800000000004
1000,0.75,0.2,0.7,374402.8814567273,0.0480799999999997
2000,0.75,0.2,0.7,374217.03102276224,0.3014799999999998
5000,0.75,0.2,0.7,374107.11992709374,0.4491079999999998
8000,0.75,0.2,0.7,374083.0679649077,0.49017499999999986
9000,0.75,0.2,0.7,374082.97220205027,0.49789111111111095
10000,0.75,0.2,0.7,374084.4762318303,0.5036479999999999
100,0.75,0.2,0.75,377790.4961868206,-2.3198000000000003
500,0.75,0.2,0.75,374798.5871840095,-0.6063200000000006
1000,0.75,0.2,0.75,374425.38229404896,-0.042860000000000356
2000,0.75,0.2,0.75,374239.6211606179,0.24835999999999972
5000,0.75,0.2,0.75,374129.83267651073,0.42076799999999975
8000,0.75,0.2,0.75,374105.9425494356,0.4697549999999998
9000,0.75,0.2,0.75,374106.0207039189,0.4781866666666665
10000,0.75,0.2,0.75,374107.7178308398,0.4850999999999998
100,0.75,0.2,0.8,377814.02611822606,-2.1780000000000004
500,0.75,0.2,0.8,374821.88888448046,-0.4850400000000003
1000,0.75,0.2,0.8,374448.6060623281,0.02213999999999976
2000,0.75,0.2,0.8,374262.75997971994,0.3005699999999998
5000,0.75,0.2,0.8,374152.8052368514,0.4588159999999998
8000,0.75,0.2,0.8,374128.6761962024,0.4893624999999998
9000,0.75,0.2,0.8,374128.5999983156,0.49739999999999984
10000,0.75,0.2,0.8,374130.1116174702,0.5040339999999999
100,0.75,0.2,0.85,377836.5826530896,-2.0298000000000003
500,0.75,0.2,0.85,374844.26000325347,-0.6334800000000003
1000,0.75,0.2,0.85,374471.01829212357,-0.1573600000000003
2000,0.75,0.2,0.85,374285.4312630883,0.12023999999999975
5000,0.75,0.2,0.85,374176.1524120059,0.2862199999999998
8000,0.75,0.2,0.85,374153.2786977521,0.3414374999999998
9000,0.75,0.2,0.85,374154.62505690934,0.34927333333333305
10000,0.75,0.2,0.85,374157.7636791746,0.36514199999999974
100,0.75,0.2,0.9,377865.2249135177,-2.1999999999999997
500,0.75,0.2,0.9,374872.6858872901,-0.4772400000000002
1000,0.75,0.2,0.9,374499.3228881789,0.0321599999999998
2000,0.75,0.2,0.9,374313.4323792134,0.2938399999999998
5000,0.75,0.2,0.9,374203.48933155433,0.44802799999999987
8000,0.75,0.2,0.9,374179.422037355,0.4887249999999999
9000,0.75,0.2,0.9,374179.34539203456,0.496222222222222
10000,0.75,0.2,0.9,374181.4460587319,0.5017539999999998
100,0.75,0.2,0.95,377889.2168177592,-2.0207999999999995
500,0.75,0.2,0.95,374896.60131218506,-0.43824000000000013
1000,0.75,0.2,0.95,374523.41590130405,0.035819999999999824
2000,0.75,0.2,0.95,374337.766584137,0.2941099999999998
5000,0.75,0.2,0.95,374229.0599728571,0.45977999999999986
8000,0.75,0.2,0.95,374205.3339430809,0.4967699999999999
9000,0.75,0.2,0.95,374205.8042762003,0.5045444444444442
10000,0.75,0.2,0.95,374208.16729162686,0.5116919999999998
100,0.75,0.2,1.0,377915.40825224476,-1.9842000000000002
500,0.75,0.2,1.0,374922.4615422038,-0.45904000000000017
1000,0.75,0.2,1.0,374549.0392753718,0.04165999999999983
2000,0.75,0.2,1.0,374363.11807099124,0.30452999999999986
5000,0.75,0.2,1.0,374253.1352352437,0.45525599999999977
8000,0.75,0.2,1.0,374229.02452685963,0.4928624999999998
9000,0.75,0.2,1.0,374228.93409279344,0.5001399999999998
10000,0.75,0.2,1.0,374230.9683309287,0.505666
100,0.75,0.25,0.7,377938.561717221,-1.8905999999999994
500,0.75,0.25,0.7,374945.42554752866,-0.37580000000000013
1000,0.75,0.25,0.7,374571.99963528337,0.06509999999999982
2000,0.75,0.25,0.7,374386.112921761,0.3152499999999998
5000,0.75,0.25,0.7,374276.29967089026,0.4479399999999999
8000,0.75,0.25,0.7,374252.328722108,0.4895224999999998
9000,0.75,0.25,0.7,374252.51097474736,0.49734222222222213
10000,0.75,0.25,0.7,374254.1999908296,0.5041659999999999
100,0.75,0.25,0.75,377961.97025439143,-2.1028000000000007
500,0.75,0.25,0.75,374968.6500630768,-0.4362800000000002
1000,0.75,0.25,0.75,374595.1658321271,0.057839999999999864
2000,0.75,0.25,0.75,374409.2090349054,0.31214999999999987
5000,0.75,0.25,0.75,374299.3872964704,0.4636439999999999
8000,0.75,0.25,0.75,374275.90044592717,0.49965749999999987
9000,0.75,0.25,0.75,374275.8584738169,0.5069555555555555
10000,0.75,0.25,0.75,374277.2843332296,0.512442
100,0.75,0.25,0.8,377985.16739172296,-2.0152000000000005
500,0.75,0.25,0.8,374991.6309416386,-0.31448000000000037
1000,0.75,0.25,0.8,374618.057184781,0.1336799999999998
2000,0.75,0.25,0.8,374432.00562270486,0.35857999999999984
5000,0.75,0.25,0.8,374321.8541560686,0.4912399999999998
8000,0.75,0.25,0.8,374297.55963077385,0.5237474999999998
9000,0.75,0.25,0.8,374297.531364839,0.530471111111111
10000,0.75,0.25,0.8,374298.80512614176,0.5353499999999998
100,0.75,0.25,0.85,378006.80434233916,-1.7440000000000009
500,0.75,0.25,0.85,375013.08797474205,-0.19756000000000032
1000,0.75,0.25,0.85,374639.57203406474,0.18083999999999975
2000,0.75,0.25,0.85,374453.5511131244,0.3800799999999998
5000,0.75,0.25,0.85,374343.4326717051,0.49428799999999984
8000,0.75,0.25,0.85,374319.50448503095,0.5210549999999998
9000,0.75,0.25,0.85,374319.2196067509,0.5256377777777776
10000,0.75,0.25,0.85,374320.7978242474,0.5301199999999999
100,0.75,0.25,0.9,378029.26258687855,-2.1540000000000004
500,0.75,0.25,0.9,375035.3950976729,-0.36436000000000024
1000,0.75,0.25,0.9,374661.8545152009,0.1028399999999998
2000,0.75,0.25,0.9,374475.8752532534,0.33886999999999984
5000,0.75,0.25,0.9,374365.78880722163,0.4758199999999999
8000,0.75,0.25,0.9,374341.58824144513,0.5030449999999999
9000,0.75,0.25,0.9,374341.47866425256,0.5096088888888888
10000,0.75,0.25,0.9,374343.0266269724,0.5158499999999998
100,0.75,0.25,0.95,378051.6100698754,-2.030999999999999
500,0.75,0.25,0.95,375057.56500994734,-0.30512
1000,0.75,0.25,0.95,374684.076129007,0.1265599999999999
2000,0.75,0.25,0.95,374498.2923359867,0.3361099999999999
5000,0.75,0.25,0.95,374388.4458169842,0.462348
8000,0.75,0.25,0.95,374364.62133776426,0.49118999999999985
9000,0.75,0.25,0.95,374364.6773880223,0.4966977777777776
10000,0.75,0.25,0.95,374366.3381419811,0.5022519999999998
100,0.75,0.25,1.0,378075.3255190549,-2.053
500,0.75,0.25,1.0,375081.10196507286,-0.4500400000000001
1000,0.75,0.25,1.0,374707.525360774,0.04533999999999983
2000,0.75,0.25,1.0,374521.72678393486,0.2982799999999998
5000,0.75,0.25,1.0,374412.4066131417,0.45709999999999984
8000,0.75,0.25,1.0,374388.35038657015,0.4985949999999998
9000,0.75,0.25,1.0,374388.20431127097,0.5065288888888887
10000,0.75,0.25,1.0,374389.5896121839,0.5134699999999999
100,0.75,0.3,0.7,378098.53818552545,-2.0694000000000004
500,0.75,0.3,0.7,375104.1045641508,-0.26684000000000024
1000,0.75,0.3,0.7,374730.39816382,0.14899999999999983
2000,0.75,0.3,0.7,374544.27350684913,0.3512099999999998
5000,0.75,0.3,0.7,374434.1342335117,0.4827119999999999
8000,0.75,0.3,0.7,374409.8802059526,0.5128599999999999
9000,0.75,0.3,0.7,374410.0344664633,0.518891111111111
10000,0.75,0.3,0.7,374412.5486182921,0.5243779999999999
100,0.75,0.3,0.75,378121.7737551569,-1.8502
500,0.75,0.3,0.75,375127.1359160818,-0.3052800000000002
1000,0.75,0.3,0.75,374753.4667725085,0.0547799999999998
2000,0.75,0.3,0.75,374567.524440947,0.2834599999999998
5000,0.75,0.3,0.75,374457.6238944253,0.44516399999999984
8000,0.75,0.3,0.75,374433.69948485895,0.4677949999999998
9000,0.75,0.3,0.75,374433.92836282635,0.4768755555555554
10000,0.75,0.3,0.75,374435.72990290634,0.48247999999999985
100,0.75,0.3,0.8,378145.4309079186,-1.8820000000000001
500,0.75,0.3,0.8,375150.6026252991,-0.26420000000000016
1000,0.75,0.3,0.8,374776.9260139844,0.14927999999999986
2000,0.75,0.3,0.8,374590.79465477506,0.36276999999999987
5000,0.75,0.3,0.8,374480.73356817703,0.48893199999999987
8000,0.75,0.3,0.8,374456.7609924341,0.5202449999999998
9000,0.75,0.3,0.8,374456.5269910037,0.5268266666666666
10000,0.75,0.3,0.8,374457.8452218626,0.5309839999999998
100,0.75,0.3,0.85,378167.469292538,-1.8946000000000003
500,0.75,0.3,0.85,375172.4652030039,-0.3666000000000004
1000,0.75,0.3,0.85,374798.74702720094,0.036919999999999675
2000,0.75,0.3,0.85,374612.7238357851,0.2961199999999998
5000,0.75,0.3,0.85,374502.6933988851,0.45367599999999986
8000,0.75,0.3,0.85,374478.57817802083,0.49558499999999983
9000,0.75,0.3,0.85,374478.4274538129,0.5039088888888887
10000,0.75,0.3,0.85,374479.85452261317,0.5100959999999999
100,0.75,0.3,0.9,378189.71954519703,-1.9334000000000002
500,0.75,0.3,0.9,375194.53368062846,-0.3242000000000003
1000,0.75,0.3,0.9,374820.75691593654,0.1108399999999998
2000,0.75,0.3,0.9,374634.61056899565,0.34585999999999983
5000,0.75,0.3,0.9,374524.41220081894,0.48103599999999985
8000,0.75,0.3,0.9,374500.1036804266,0.5122249999999999
9000,0.75,0.3,0.9,374499.78299363883,0.5145999999999998
10000,0.75,0.3,0.9,374501.1091593112,0.5180119999999999
100,0.75,0.3,0.95,378211.230854875,-1.9332
500,0.75,0.3,0.95,375215.880535101,-0.31824000000000024
1000,0.75,0.3,0.95,374842.0861100759,0.10433999999999981
2000,0.75,0.3,0.95,374655.95181825047,0.33164999999999983
5000,0.75,0.3,0.95,374545.8149887496,0.4742119999999999
8000,0.75,0.3,0.95,374521.5599834984,0.5092149999999999
9000,0.75,0.3,0.95,374521.2695214486,0.5159199999999998
10000,0.75,0.3,0.95,374522.56557258964,0.5213799999999998
100,0.75,0.3,1.0,378232.8337398676,-1.92
500,0.75,0.3,1.0,375237.31420977885,-0.38332000000000016
1000,0.75,0.3,1.0,374863.5204513775,0.06693999999999986
2000,0.75,0.3,1.0,374677.4133984744,0.2947499999999998
5000,0.75,0.3,1.0,374567.39440844214,0.44389599999999985
8000,0.75,0.3,1.0,374543.343490373,0.4848299999999998
9000,0.75,0.3,1.0,374543.32136769843,0.4898599999999998
10000,0.75,0.3,1.0,374545.0209793038,0.4939819999999998
100,0.75,0.35,0.7,378255.7390510376,-1.6980000000000006
500,0.75,0.35,0.7,375260.0413997854,-0.24256000000000036
1000,0.75,0.35,0.7,374886.21617445274,0.1310599999999997
2000,0.75,0.35,0.7,374700.1030582737,0.3416099999999998
5000,0.75,0.35,0.7,374589.9996884663,0.4751399999999998
8000,0.75,0.35,0.7,374565.8891249637,0.5035574999999999
9000,0.75,0.35,0.7,374565.7921843847,0.5073177777777775
10000,0.75,0.35,0.7,374567.46544111863,0.5105859999999998
100,0.75,0.35,0.75,378278.355899179,-1.8408000000000007
500,0.75,0.35,0.75,375282.45174831874,-0.15544000000000038
1000,0.75,0.35,0.75,374908.53741699585,0.21123999999999982
2000,0.75,0.35,0.75,374722.2822276888,0.39037999999999984
5000,0.75,0.35,0.75,374612.06718460243,0.4937239999999999
8000,0.75,0.35,0.75,374587.9216535452,0.5152474999999999
9000,0.75,0.35,0.75,374587.7729049738,0.5211866666666665
10000,0.75,0.35,0.75,374589.12512567366,0.5243759999999998
100,0.75,0.35,0.8,378300.1581637783,-1.8512000000000006
500,0.75,0.35,0.8,375304.0888059603,-0.2707600000000003
1000,0.75,0.35,0.8,374930.2085461867,0.14261999999999975
2000,0.75,0.35,0.8,374744.0453226073,0.3588499999999998
5000,0.75,0.35,0.8,374634.019856101,0.48617599999999983
8000,0.75,0.35,0.8,374610.0445120664,0.5165324999999998
9000,0.75,0.35,0.8,374610.0702091098,0.5225488888888887
10000,0.75,0.35,0.8,374611.3694734401,0.5276259999999998
100,0.75,0.35,0.85,378322.52177802706,-1.879000000000001
500,0.75,0.35,0.85,375326.2978308277,-0.17452000000000026
1000,0.75,0.35,0.85,374952.7480227813,0.19683999999999977
2000,0.75,0.35,0.85,374766.6860600099,0.39253999999999983
5000,0.75,0.35,0.85,374656.3787599949,0.5037799999999998
8000,0.75,0.35,0.85,374631.98479711165,0.5303449999999998
9000,0.75,0.35,0.85,374631.5857231129,0.536151111111111
10000,0.75,0.35,0.85,374633.1652973075,0.5399939999999999
100,0.75,0.35,0.9,378344.6298815017,-1.8544000000000005
500,0.75,0.35,0.9,375348.21430127893,-0.2952400000000003
1000,0.75,0.35,0.9,374974.28272472223,0.1095199999999997
2000,0.75,0.35,0.9,374788.10827435064,0.31064999999999976
5000,0.75,0.35,0.9,374678.0358556882,0.4565959999999999
8000,0.75,0.35,0.9,374654.02493592043,0.4938224999999999
9000,0.75,0.35,0.9,374654.23230431677,0.5015066666666665
10000,0.75,0.35,0.9,374655.8710328882,0.5070359999999999
100,0.75,0.35,0.95,378367.6186278764,-1.9481999999999988
500,0.75,0.35,0.95,375371.01215744135,-0.26680000000000004
1000,0.75,0.35,0.95,374997.01530490385,0.14495999999999992
2000,0.75,0.35,0.95,374810.7620918652,0.3444199999999999
5000,0.75,0.35,0.95,374700.54659407865,0.4746199999999999
8000,0.75,0.35,0.95,374676.27421520854,0.5059049999999998
9000,0.75,0.35,0.95,374676.0243751469,0.5124511111111111
10000,0.75,0.35,0.95,374677.3642456561,0.5166999999999999
100,0.75,0.35,1.0,378389.2215216301,-2.04
500,0.75,0.35,1.0,375392.4587342884,-0.35380000000000017
1000,0.75,0.35,1.0,375018.51105847926,0.07183999999999975
2000,0.75,0.35,1.0,374832.32874242164,0.3065999999999998
5000,0.75,0.35,1.0,374722.20279616606,0.4604679999999998
8000,0.75,0.35,1.0,374698.00574832293,0.49686749999999985
9000,0.75,0.35,1.0,374697.8233226867,0.5043244444444442
10000,0.75,0.35,1.0,374699.2340718204,0.5105399999999998
100,0.8,0.1,0.7,378411.31454609253,-2.2955999999999985
500,0.8,0.1,0.7,375414.60226181115,-1.0316400000000001
1000,0.8,0.1,0.7,375041.1171237465,-0.39276000000000016
2000,0.8,0.1,0.7,374855.60925698886,-0.03851000000000022
5000,0.8,0.1,0.7,374746.7007808286,0.1780079999999998
8000,0.8,0.1,0.7,374724.6384259096,0.23666749999999978
9000,0.8,0.1,0.7,374727.1626552536,0.24419777777777754
10000,0.8,0.1,0.7,374731.6671382562,0.25103999999999976
100,0.8,0.1,0.75,378445.57032454776,-2.3884000000000007
500,0.8,0.1,0.75,375448.6205524303,-1.2833999999999997
1000,0.8,0.1,0.75,375075.24158082576,-0.4712199999999999
2000,0.8,0.1,0.75,374889.70609816484,0.023479999999999963
5000,0.8,0.1,0.75,374780.2442858546,0.33526399999999995
8000,0.8,0.1,0.75,374756.76343685784,0.4113499999999998
9000,0.8,0.1,0.75,374757.3631644608,0.42598888888888875
10000,0.8,0.1,0.75,374759.58052307327,0.4377079999999998
100,0.8,0.1,0.8,378472.41118844395,-2.2928
500,0.8,0.1,0.8,375475.1808627526,-0.9126000000000004
1000,0.8,0.1,0.8,375101.5535370824,-0.2765400000000003
2000,0.8,0.1,0.8,374915.8254103222,0.07469999999999977
5000,0.8,0.1,0.8,374806.49679167714,0.26234399999999974
8000,0.8,0.1,0.8,374783.80582979537,0.3033099999999998
9000,0.8,0.1,0.8,374785.57100270735,0.31215555555555524
10000,0.8,0.1,0.8,374789.14237178914,0.3209519999999997
100,0.8,0.1,0.85,378503.18776192673,-2.4350000000000005
500,0.8,0.1,0.85,375505.72733621404,-0.97208
1000,0.8,0.1,0.85,375132.06331051333,-0.3030800000000001
2000,0.8,0.1,0.85,374946.3062671006,0.06495999999999981
5000,0.8,0.1,0.85,374836.88668703305,0.3080879999999998
8000,0.8,0.1,0.85,374813.65247197426,0.39778499999999983
9000,0.8,0.1,0.85,374814.3858998375,0.41413555555555537
10000,0.8,0.1,0.85,374816.7496741885,0.42692199999999986
100,0.8,0.1,0.9,378530.1982573116,-2.181000000000001
500,0.8,0.1,0.9,375532.5024920899,-1.0313200000000007
1000,0.8,0.1,0.9,375158.83623732405,-0.35326000000000046
2000,0.8,0.1,0.9,374973.09302137326,0.08630999999999972
5000,0.8,0.1,0.9,374863.464762557,0.34854799999999975
8000,0.8,0.1,0.9,374839.92733473104,0.42050249999999983
9000,0.8,0.1,0.9,374840.4071936448,0.43592666666666646
10000,0.8,0.1,0.9,374842.5067811803,0.4478779999999998
100,0.8,0.1,0.95,378556.13234606927,-2.1195999999999997
500,0.8,0.1,0.95,375558.22190457315,-0.8161200000000001
1000,0.8,0.1,0.95,375184.4598712571,-0.2172200000000002
2000,0.8,0.1,0.95,374998.63305095595,0.10145999999999979
5000,0.8,0.1,0.95,374889.1094206288,0.35247199999999984
8000,0.8,0.1,0.95,374865.6346881831,0.42158749999999984
9000,0.8,0.1,0.95,374866.1919037384,0.43399111111111094
10000,0.8,0.1,0.95,374868.3799564582,0.4435159999999998
100,0.8,0.1,1.0,378582.400655336,-2.4277999999999995
500,0.8,0.1,1.0,375584.32318252465,-0.8420000000000001
1000,0.8,0.1,1.0,375210.5448621657,-0.16522000000000014
2000,0.8,0.1,1.0,375024.58854267234,0.20159999999999986
5000,0.8,0.1,1.0,374914.648139272,0.4225999999999998
8000,0.8,0.1,1.0,374890.6395238814,0.4769074999999999
9000,0.8,0.1,1.0,374890.626997388,0.4870799999999999
10000,0.8,0.1,1.0,374892.21321375563,0.4958619999999999
100,0.8,0.15,0.7,378606.1597438477,-2.3508
500,0.8,0.15,0.7,375607.8236183358,-0.5406000000000004
1000,0.8,0.15,0.7,375233.8275217822,0.007759999999999764
2000,0.8,0.15,0.7,375047.6497780925,0.2840099999999998
5000,0.8,0.15,0.7,374937.546907548,0.4508999999999998
8000,0.8,0.15,0.7,374913.4462643857,0.49171249999999983
9000,0.8,0.15,0.7,374913.35559210053,0.4992222222222221
10000,0.8,0.15,0.7,374914.8565589514,0.5058619999999999
100,0.8,0.15,0.75,378629.2905141618,-2.4822
500,0.8,0.15,0.75,375630.8295270547,-0.6763200000000004
1000,0.8,0.15,0.75,375256.902682357,-0.15188000000000035
2000,0.8,0.15,0.75,375070.98072178237,0.10274999999999972
5000,0.8,0.15,0.75,374961.53364833986,0.3217159999999998
8000,0.8,0.15,0.75,374938.3103964215,0.39855249999999987
9000,0.8,0.15,0.75,374939.12927012204,0.4120888888888887
10000,0.8,0.15,0.75,374941.56682242453,0.4233199999999998
100,0.8,0.15,0.8,378656.3479507183,-2.206200000000001
500,0.8,0.15,0.8,375657.59528506146,-0.7492400000000005
1000,0.8,0.15,0.8,375283.63081969717,-0.16648000000000035
2000,0.8,0.15,0.8,375097.6359442625,0.1258599999999997
5000,0.8,0.15,0.8,374988.09499028797,0.28495599999999977
8000,0.8,0.15,0.8,374965.2138365526,0.3211224999999997
9000,0.8,0.15,0.8,374966.8026876261,0.32745777777777757
10000,0.8,0.15,0.8,374970.20394935727,0.33263599999999977
100,0.8,0.15,0.85,378686.0359397831,-2.2903999999999995
500,0.8,0.15,0.85,375687.03837728157,-0.6115600000000002
1000,0.8,0.15,0.85,375312.9378004077,-0.016640000000000158
2000,0.8,0.15,0.85,375126.67661696364,0.2835099999999999
5000,0.8,0.15,0.85,375016.4590096373,0.46026799999999984
8000,0.8,0.15,0.85,374992.19355206715,0.5036924999999999
9000,0.8,0.15,0.85,374991.90890941554,0.5116044444444443
10000,0.8,0.15,0.85,374993.20233383554,0.5191399999999998
100,0.8,0.15,0.9,378708.0687682181,-2.3232000000000004
500,0.8,0.15,0.9,375708.8994219778,-0.5784800000000004
1000,0.8,0.15,0.9,375334.77852773224,-0.009240000000000293
2000,0.8,0.15,0.9,375148.52122115943,0.27801999999999977
5000,0.8,0.15,0.9,375038.34184468567,0.4483999999999998
8000,0.8,0.15,0.9,375014.18444757327,0.4905049999999998
9000,0.8,0.15,0.9,375014.07048407727,0.49802666666666656
10000,0.8,0.15,0.9,375015.55585253873,0.5047139999999999
100,0.8,0.15,0.95,378730.7412369671,-2.0092
500,0.8,0.15,0.95,375731.3836409264,-0.6258800000000003
1000,0.8,0.15,0.95,375357.2854507899,-0.051620000000000235
2000,0.8,0.15,0.95,375171.0773917389,0.2628899999999998
5000,0.8,0.15,0.95,375060.9230709505,0.4478959999999998
8000,0.8,0.15,0.95,375036.7596436581,0.4943124999999998
9000,0.8,0.15,0.95,375036.58585039375,0.5025688888888886
10000,0.8,0.15,0.95,375037.98511294305,0.5092259999999998
100,0.8,0.15,1.0,378753.34791882505,-2.225799999999999
500,0.8,0.15,1.0,375753.8073722584,-0.61184
1000,0.8,0.15,1.0,375379.6733627912,-0.08382000000000016
2000,0.8,0.15,1.0,375193.53637678694,0.22513999999999987
5000,0.8,0.15,1.0,375083.573572166,0.4086039999999999
8000,0.8,0.15,1.0,375059.7039050894,0.4550849999999998
9000,0.8,0.15,1.0,375059.9278882201,0.46225111111111095
10000,0.8,0.15,1.0,375061.80544956325,0.4667579999999998
100,0.8,0.2,0.7,378777.69364831655,-2.0182000000000007
500,0.8,0.2,0.7,375777.91737430973,-0.33896000000000026
1000,0.8,0.2,0.7,375403.6158799083,0.10719999999999982
2000,0.8,0.2,0.7,375217.2373606555,0.33789999999999987
5000,0.8,0.2,0.7,375106.94445629645,0.4752839999999998
8000,0.8,0.2,0.7,375082.6795410894,0.5078524999999998
9000,0.8,0.2,0.7,375082.4360498899,0.5144777777777776
10000,0.8,0.2,0.7,375083.7851599588,0.5195559999999998
100,0.8,0.2,0.75,378799.64955998096,-2.0999999999999996
500,0.8,0.2,0.75,375799.7170349094,-0.4212800000000003
1000,0.8,0.2,0.75,375425.43050775246,0.07661999999999977
2000,0.8,0.2,0.75,375239.0517563292,0.3206299999999998
5000,0.8,0.2,0.75,375128.7793858978,0.4692239999999998
8000,0.8,0.2,0.75,375104.5271256502,0.5056324999999998
9000,0.8,0.2,0.75,375104.28581205325,0.5127799999999998
10000,0.8,0.2,0.75,375105.63486073806,0.5188239999999998
100,0.8,0.2,0.8,378821.68214601115,-1.7886000000000002
500,0.8,0.2,0.8,375821.5223378326,-0.44864000000000026
1000,0.8,0.2,0.8,375447.19258044387,0.046839999999999805
2000,0.8,0.2,0.8,375260.80471553374,0.2986499999999998
5000,0.8,0.2,0.8,375150.5876954421,0.43500399999999984
8000,0.8,0.2,0.8,375126.57492818264,0.46687999999999985
9000,0.8,0.2,0.8,375126.69793995365,0.4739088888888887
10000,0.8,0.2,0.8,375128.4596009214,0.4784459999999998
100,0.8,0.2,0.85,378845.00724933227,-2.0444000000000004
500,0.8,0.2,0.85,375844.69618314743,-0.4185600000000003
1000,0.8,0.2,0.85,375470.3537557594,0.06703999999999974
2000,0.8,0.2,0.85,375283.959617649,0.31582999999999983
5000,0.8,0.2,0.85,375173.69326517184,0.4563919999999998
8000,0.8,0.2,0.85,375149.53123674355,0.49388499999999985
9000,0.8,0.2,0.85,375149.4069317747,0.5023044444444442
10000,0.8,0.2,0.85,375150.87467846414,0.5076159999999998
100,0.8,0.2,0.9,378867.43123743683,-2.0294
500,0.8,0.2,0.9,375866.93128121947,-0.4718800000000004
1000,0.8,0.2,0.9,375492.57520283374,0.018519999999999728
2000,0.8,0.2,0.9,375306.2110562171,0.2721599999999998
5000,0.8,0.2,0.9,375196.0371588575,0.4397999999999998
8000,0.8,0.2,0.9,375171.9447821008,0.48262499999999986
9000,0.8,0.2,0.9,375171.8900542428,0.490522222222222
10000,0.8,0.2,0.9,375173.4451991162,0.4964119999999998
100,0.8,0.2,0.95,378890.25938067376,-2.056799999999999
500,0.8,0.2,0.95,375889.57511310745,-0.4620000000000002
1000,0.8,0.2,0.95,375515.1781622113,0.051599999999999854
2000,0.8,0.2,0.95,375328.7428587873,0.3116299999999999
5000,0.8,0.2,0.95,375218.41547514615,0.46345999999999987
8000,0.8,0.2,0.95,375194.15166830114,0.5011349999999999
9000,0.8,0.2,0.95,375193.9240163644,0.5085355555555554
10000,0.8,0.2,0.95,375195.2781583306,0.5145959999999998
100,0.8,0.2,1.0,378912.219199544,-2.0148
500,0.8,0.2,1.0,375911.34567917616,-0.31820000000000026
1000,0.8,0.2,1.0,375536.86472450185,0.1163799999999997
2000,0.8,0.2,1.0,375350.3806627328,0.32876999999999973
5000,0.8,0.2,1.0,375240.0744678291,0.4663879999999999
8000,0.8,0.2,1.0,375215.8390568244,0.5031074999999998
9000,0.8,0.2,1.0,375215.6224915341,0.5103822222222221
10000,0.8,0.2,1.0,375216.9915275777,0.5161679999999998
100,0.8,0.25,0.7,378934.1645757837,-2.0724000000000005
500,0.8,0.25,0.7,375933.1429038332,-0.3975200000000002
1000,0.8,0.25,0.7,375558.681832098,0.0692599999999998
2000,0.8,0.25,0.7,375372.2296681678,0.31343999999999983
5000,0.8,0.25,0.7,375261.9128079011,0.46705999999999986
8000,0.8,0.25,0.7,375237.6358449872,0.5037574999999999
9000,0.8,0.25,0.7,375237.3830619298,0.5109311111111109
10000,0.8,0.25,0.7,375238.72918527777,0.5176279999999999
100,0.8,0.25,0.75,378956.0978710076,-1.9408000000000003
500,0.8,0.25,0.75,375954.8684746152,-0.2951200000000002
1000,0.8,0.25,0.75,375580.33863017213,0.1297799999999998
2000,0.8,0.25,0.75,375393.82401381095,0.34450999999999987
5000,0.8,0.25,0.75,375283.454916577,0.47645999999999983
8000,0.8,0.25,0.75,375259.17000959435,0.5083924999999998
9000,0.8,0.25,0.75,375258.91704405495,0.5148399999999999
10000,0.8,0.25,0.75,375260.24750145886,0.5195559999999999
100,0.8,0.25,0.8,378977.8475423745,-1.9624000000000004
500,0.8,0.25,0.8,375976.44254976424,-0.39952000000000043
1000,0.8,0.25,0.8,375601.93065612856,0.06301999999999976
2000,0.8,0.25,0.8,375415.4679506304,0.29391999999999985
5000,0.8,0.25,0.8,375305.2472786341,0.42729599999999984
8000,0.8,0.25,0.8,375281.2876026397,0.46507499999999985
9000,0.8,0.25,0.8,375281.4254569794,0.4714777777777776
10000,0.8,0.25,0.8,375283.2154579153,0.4769859999999998
100,0.8,0.25,0.85,379001.27630790224,-2.002
500,0.8,0.25,0.85,375999.69202296017,-0.4659200000000003
1000,0.8,0.25,0.85,375625.1692836046,0.04547999999999979
2000,0.8,0.25,0.85,375438.67026878515,0.30055999999999977
5000,0.8,0.25,0.85,375328.34036175616,0.45166799999999985
8000,0.8,0.25,0.85,375304.14580593543,0.48903249999999987
9000,0.8,0.25,0.85,375304.0107077311,0.49590666666666655
10000,0.8,0.25,0.85,375305.4956687424,0.5022439999999999
